POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA3844,46,93,74,40,102,122,25,46,4,553,32,55,36,27,79,68,22,72,101,476,843,2104,1679,1264,3109,2804,989,1590,214,14599
POA3847,0,9,4,3,3,3,0,10,0,35,0,3,0,0,11,4,0,6,9,40,56,127,91,64,180,171,61,177,27,960
POA3850,8,46,46,10,45,50,10,15,7,239,10,21,13,14,34,45,6,16,52,223,338,1042,827,537,1257,1365,391,767,124,6654
POA3851,6,13,13,6,6,29,4,4,0,79,6,9,7,10,4,19,4,22,23,117,140,344,292,187,292,408,131,411,59,2267
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,54,18,83,0,192
POA3854,0,3,0,0,0,8,3,0,0,22,0,0,0,3,3,13,6,5,6,31,49,103,77,58,94,182,63,108,27,768
POA3856,0,9,0,0,10,4,0,3,0,19,0,0,0,0,7,0,0,4,3,9,33,74,54,42,102,88,27,67,8,511
POA3857,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,14,7,28,23,18,19,31,10,25,16,182
POA3858,9,4,7,0,13,14,3,9,0,54,3,10,3,0,6,6,0,5,8,47,82,192,140,100,178,241,72,251,26,1290
POA3859,5,0,0,0,7,5,0,0,0,14,0,0,4,0,3,4,0,4,4,16,20,53,51,37,58,88,26,104,7,458
POA3860,16,19,21,11,21,34,11,13,0,139,12,16,8,4,10,29,4,18,18,116,248,467,373,286,542,627,188,436,58,3225
POA3862,7,12,8,11,12,15,0,3,0,66,4,13,5,4,12,18,3,15,13,78,92,233,182,139,297,328,92,224,33,1619
POA3864,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,20,9,6,21,16,3,25,0,103
POA3865,0,4,0,0,3,4,0,0,0,16,3,4,0,0,7,0,0,0,0,12,19,32,33,22,56,46,15,31,5,252
POA3869,0,8,3,0,7,3,6,8,0,43,9,4,0,0,5,3,0,4,6,40,63,114,93,74,179,153,45,128,25,871
POA3870,0,5,3,0,0,0,0,3,0,13,9,6,0,0,6,8,0,8,6,32,31,101,76,35,89,110,23,80,16,560
POA3871,3,4,5,0,9,7,4,4,0,45,0,5,0,0,11,13,4,6,15,52,78,199,184,124,215,213,90,169,40,1306
POA3873,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,10,18,10,13,35,10,30,3,144
POA3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,41,35,19,24,50,18,43,0,250
POA3875,17,54,48,44,77,78,20,35,4,380,20,42,46,26,68,39,12,41,64,358,464,1308,1147,870,1640,1475,461,929,185,8481
POA3878,0,4,0,9,10,0,4,5,0,27,0,4,0,0,0,0,0,0,8,13,35,89,51,47,94,91,30,55,14,508
POA3880,0,6,4,3,10,9,0,6,0,45,4,9,4,4,3,4,0,6,3,39,96,257,191,133,239,214,55,135,24,1355
POA3882,0,0,6,0,0,4,0,5,3,23,6,0,5,0,6,3,0,0,6,32,38,72,83,46,130,98,38,74,23,605
POA3885,0,5,0,5,6,7,0,11,0,41,0,0,4,4,5,4,0,3,16,40,61,143,111,81,138,164,41,133,23,891
POA3886,0,4,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,10,10,25,17,14,23,34,9,31,9,161
POA3887,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,3,7,21,14,4,17,12,7,10,9,105
POA3888,0,10,6,8,8,10,7,0,0,40,4,9,3,0,3,9,0,0,13,42,79,228,183,145,206,203,55,188,30,1314
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,5,7,3,4,8,0,45
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,23,21,6,16,18,3,16,0,105
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,7,0,0,12,0,38
POA3892,0,5,0,3,0,0,0,0,0,5,0,6,5,0,0,4,0,0,0,20,37,114,78,31,47,73,20,50,8,462
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,18
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,14,4,12,12,9,12,12,3,35,3,98
POA3896,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,16,6,20,21,10,25,27,17,38,10,166
POA3898,0,4,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,6,14,19,58,55,30,36,48,12,62,9,338
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,6,3,8,14,4,29,4,73
POA3902,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,36,16,18,26,35,6,16,5,160
POA3903,0,0,3,0,4,3,5,0,0,16,0,4,0,0,0,0,0,4,17,18,22,51,37,25,54,54,11,47,17,308
POA3904,4,10,0,0,3,7,4,5,0,32,0,11,0,0,0,3,0,6,8,21,63,165,92,68,119,109,38,76,19,756
POA3909,7,20,18,10,20,19,0,4,0,93,13,10,10,10,20,13,0,10,34,116,219,575,411,277,462,510,103,304,76,2939
POA3910,54,68,72,26,85,106,29,54,0,503,17,53,40,21,116,123,31,59,67,528,717,1729,1460,1040,2512,2790,773,1364,134,12506
POA3911,8,24,12,6,21,24,3,11,0,104,3,9,10,9,14,16,4,9,16,89,91,276,230,182,326,433,95,217,33,1884
POA3912,31,54,52,30,77,67,21,40,0,369,15,25,25,13,75,68,9,35,54,330,453,1165,979,745,1481,1701,526,929,113,8095
POA3913,11,21,15,12,23,16,7,12,0,104,4,4,11,3,7,13,0,9,11,65,94,312,252,150,316,328,109,255,34,1847
POA3915,20,24,38,17,42,38,13,14,0,204,13,29,20,13,41,36,3,17,33,201,286,660,529,335,890,863,240,445,68,4321
POA3916,0,5,3,0,3,0,0,0,0,7,0,8,6,3,0,3,0,0,5,23,30,92,78,34,40,96,14,74,9,458
POA3918,9,19,13,8,21,10,0,6,0,94,7,8,8,3,16,11,3,10,11,80,138,323,265,172,368,402,111,227,27,2031
POA3919,3,12,17,0,7,14,5,6,0,66,4,10,3,4,15,13,5,8,5,72,96,262,226,158,303,317,88,151,20,1618
POA3920,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,15,22,19,59,216,312,80,192,19,939
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,4,3,6,6,7,0,57
POA3922,8,26,23,9,18,18,13,17,3,136,16,23,23,11,14,21,10,12,32,166,361,747,547,354,633,651,170,346,97,3902
POA3923,3,5,5,3,0,5,0,0,0,15,4,5,0,0,0,3,0,0,0,7,36,59,43,35,49,62,11,36,4,329
POA3925,3,18,7,0,5,6,0,7,0,58,0,10,9,3,7,9,0,3,13,60,152,376,288,173,306,346,110,212,31,1991
POA3926,0,11,9,3,4,7,0,0,0,34,0,21,7,7,4,5,0,4,14,71,107,292,213,133,215,295,94,191,37,1585
POA3927,7,3,3,4,0,4,0,0,0,24,0,8,5,4,4,3,0,0,5,27,57,180,114,88,100,144,33,96,11,825
POA3928,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,18,16,38,34,20,31,38,9,33,3,225
POA3929,0,0,0,0,0,3,0,0,0,12,4,3,0,0,5,4,0,0,3,22,28,107,72,47,32,71,22,65,13,446
POA3930,23,52,40,26,31,44,8,32,0,256,13,55,30,28,50,62,17,46,47,340,480,1559,1098,736,1153,1810,561,1442,103,8937
POA3931,55,74,55,28,67,72,20,33,4,407,20,57,29,21,81,82,30,45,68,445,720,1803,1349,997,1913,2266,668,1274,181,11179
POA3933,3,4,0,3,0,7,0,0,0,20,0,5,3,0,0,0,0,0,0,16,46,88,63,42,80,117,41,89,4,572
POA3934,35,75,46,32,38,52,16,35,6,320,20,61,27,21,69,91,17,55,47,410,569,1694,1188,793,1417,1905,571,1167,120,9421
POA3936,28,35,38,13,44,37,15,21,0,231,13,42,15,14,32,53,9,26,50,253,433,991,729,505,940,1149,333,632,115,5832
POA3937,0,3,6,0,0,0,4,0,0,16,0,7,3,0,3,4,5,9,10,32,51,141,105,91,94,160,37,118,19,824
POA3938,5,11,10,4,8,12,0,6,0,60,4,19,8,4,3,7,0,3,12,63,127,283,199,109,243,228,73,143,29,1442
POA3939,30,54,32,22,45,38,11,13,3,247,19,46,20,14,35,43,9,21,61,264,543,1169,853,567,1133,1168,310,575,184,6505
POA3940,12,17,5,7,13,11,5,3,0,77,14,10,6,0,8,11,6,6,22,88,127,280,211,156,305,313,70,107,49,1626
POA3941,28,34,34,19,32,22,9,13,0,195,13,46,38,32,37,55,9,19,65,310,477,1026,774,505,873,1115,270,562,133,5732
POA3942,0,9,5,0,0,5,0,0,0,25,6,10,7,0,4,12,3,4,10,58,102,234,141,83,116,197,60,139,25,1092
POA3943,0,0,0,0,0,0,0,4,0,11,6,6,7,0,0,8,0,0,7,41,54,171,117,53,59,140,29,108,10,742
POA3944,0,6,0,0,0,6,0,0,0,7,5,5,5,0,4,0,0,6,3,26,21,67,53,25,32,37,7,63,9,303
POA3945,3,3,4,0,0,4,0,0,0,17,3,3,0,0,3,0,0,6,0,16,35,84,72,40,90,91,25,87,10,530
POA3946,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,10,20,24,16,26,29,5,24,3,158
POA3950,6,19,14,7,19,16,8,19,3,102,8,11,20,11,14,24,6,12,21,122,116,375,306,206,375,403,112,284,53,2236
POA3951,0,5,0,3,8,7,0,0,0,18,0,4,4,0,4,0,0,0,0,17,26,101,75,46,56,88,23,81,9,517
POA3953,6,21,18,17,28,37,9,28,8,165,13,18,5,10,27,17,3,11,32,139,188,629,444,303,559,680,221,575,84,3672
POA3954,0,5,0,0,5,5,0,0,0,9,0,3,0,0,0,0,0,0,0,6,10,43,26,22,35,29,3,37,0,207
POA3956,0,11,3,9,4,10,3,0,0,41,3,7,14,5,0,5,3,9,11,56,92,290,148,110,156,220,60,214,32,1320
POA3957,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,10,21,28,18,16,21,9,35,0,153
POA3958,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,10,14,27,17,16,6,22,8,33,3,146
POA3959,0,7,0,0,0,0,0,0,0,13,4,0,4,0,0,0,0,0,14,27,41,100,74,53,62,70,26,103,20,556
POA3960,3,4,4,0,3,10,0,0,3,37,0,8,5,0,0,6,0,5,6,31,74,205,148,101,121,166,44,149,28,1045
POA3962,0,0,0,0,3,0,0,0,0,12,3,0,0,0,0,5,0,0,3,18,24,91,46,26,45,68,12,54,9,373
POA3964,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,21,20,4,11,14,12,9,0,91
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,9,12,17,3,7,3,71
POA3966,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,10,28,37,21,29,47,11,54,11,239
POA3967,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,8,3,23,0,51
POA3971,3,17,8,6,11,11,0,10,0,54,10,8,5,3,7,14,0,8,30,78,82,256,199,156,238,287,74,273,53,1630
POA3975,21,42,32,18,73,59,9,25,3,291,9,50,36,28,151,132,14,46,126,593,354,993,1023,667,2420,2091,417,657,232,8858
POA3976,41,61,54,29,129,88,27,30,5,470,16,84,49,48,275,185,27,45,161,901,447,1420,1257,899,3254,2268,490,780,283,11108
POA3977,151,267,276,139,523,414,114,175,16,2067,109,250,262,198,874,667,139,228,544,3272,2529,6836,6494,4566,14279,12125,3052,4838,1100,55823
POA3978,72,95,109,44,214,141,31,68,11,784,41,103,95,56,287,225,46,64,204,1114,978,2340,2551,1846,6183,4863,1080,1798,419,22062
POA3979,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,10,30,26,14,15,43,12,33,9,187
POA3980,7,9,14,3,12,17,6,6,0,75,0,11,12,4,18,20,4,11,18,99,103,240,219,133,398,382,100,202,30,1806
POA3981,11,19,10,10,18,31,7,19,0,128,9,10,11,8,42,32,7,20,29,161,119,355,323,219,513,559,162,418,73,2738
POA3984,14,24,24,17,28,47,3,13,0,175,14,24,12,8,31,35,5,16,34,180,206,449,374,254,624,675,174,407,101,3252
POA3987,3,6,3,3,8,7,0,8,0,42,3,4,4,5,7,7,0,3,10,44,57,92,76,76,147,164,31,136,30,809
POA3988,3,9,4,0,0,7,4,4,0,31,4,3,0,0,3,3,4,0,5,22,39,95,52,43,80,86,35,109,12,558
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,5,6,5,9,24,3,65
POA3991,3,5,0,0,5,0,0,0,0,14,0,0,0,3,0,0,0,0,6,13,13,37,23,12,25,35,0,22,7,178
POA3992,0,0,3,0,4,0,0,3,0,18,6,6,0,0,7,6,0,0,6,29,44,117,94,58,104,108,23,82,16,641
POA3995,22,43,34,16,44,36,3,23,0,215,13,35,14,13,21,27,3,11,35,182,293,855,636,487,773,848,188,383,87,4555
POA3996,12,18,4,12,6,8,3,5,3,76,7,8,14,3,12,13,0,11,21,90,205,516,373,229,366,483,122,299,50,2652
POA4000,53,49,45,17,49,44,11,31,4,311,43,67,66,34,70,104,14,63,94,555,1136,1695,1590,655,2566,2439,580,1322,201,12192
POA4005,62,40,34,14,63,51,23,33,6,321,12,50,45,25,64,87,25,71,60,442,749,1023,987,656,2153,2606,850,1956,108,11097
POA4006,119,89,65,34,133,78,33,46,7,596,53,71,71,30,148,157,38,74,84,724,1309,1658,1713,913,4039,3984,1037,2025,190,16871
POA4007,39,33,22,19,48,60,7,41,3,280,14,41,19,19,68,81,28,60,49,366,590,1056,845,509,1735,1951,628,1505,100,8927
POA4008,0,0,0,0,4,0,0,0,0,8,0,0,3,0,4,4,0,0,0,18,10,15,15,8,32,22,9,16,3,137
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5
POA4010,9,9,12,5,19,10,3,14,0,81,6,6,10,5,14,34,4,10,12,102,159,213,201,139,545,528,126,279,33,2230
POA4011,39,31,29,16,45,44,25,27,4,259,18,32,21,13,67,71,22,42,46,328,652,1070,969,603,1712,1961,564,1401,95,9028
POA4012,61,63,58,29,108,89,32,52,7,507,13,37,39,24,102,103,25,50,57,456,985,1574,1352,944,3222,2961,923,1718,147,13820
POA4013,11,5,9,6,16,20,4,6,0,84,6,7,7,10,27,16,0,13,13,101,230,328,292,197,646,585,173,331,33,2810
POA4014,36,28,31,20,62,57,14,29,0,280,12,22,23,16,62,63,21,39,41,290,535,759,667,515,1702,1609,411,891,82,7183
POA4017,120,87,73,44,109,140,29,57,6,675,35,100,59,48,176,162,38,82,118,825,1484,2443,2029,1448,4061,3942,1123,2056,229,18817
POA4018,34,37,26,16,43,34,13,13,0,225,12,36,33,12,79,40,10,22,45,289,462,784,789,602,1795,1374,320,503,99,6718
POA4019,63,57,39,33,66,58,21,19,4,361,20,38,42,24,81,99,22,39,46,411,807,1203,1007,756,1845,1721,485,1034,117,8982
POA4020,72,71,32,29,74,73,23,52,5,436,33,57,37,27,82,109,21,56,76,494,867,1543,1163,898,2227,2192,593,1399,169,11051
POA4021,27,27,16,4,31,30,12,17,0,164,17,27,14,15,53,39,11,12,29,211,354,551,420,315,923,730,203,391,69,3957
POA4022,27,26,12,10,20,27,12,11,0,138,0,10,12,4,29,31,8,11,31,141,246,420,352,252,721,540,154,274,60,3010
POA4025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,30,62,13,4,10,25,4,11,5,158
POA4030,68,41,29,18,70,47,24,33,4,327,26,37,44,24,70,91,15,47,56,402,908,1292,1203,802,2576,2410,697,1456,127,11479
POA4031,45,39,26,7,55,44,15,25,6,261,13,26,25,11,46,60,11,38,27,265,680,1027,872,608,1803,1814,564,1101,80,8548
POA4032,77,42,30,23,77,64,15,20,0,353,19,31,25,13,86,71,5,42,61,356,785,1088,991,787,2323,1897,466,858,143,9329
POA4034,142,104,74,54,176,153,31,79,5,808,47,76,82,49,204,182,32,81,174,931,1832,2778,2463,1631,5455,4733,1303,2397,333,22932
POA4035,95,93,51,35,95,91,35,75,3,577,9,45,55,24,103,105,19,57,73,488,1111,2091,1484,1017,2912,3039,967,1833,178,14630
POA4036,28,15,18,12,31,24,5,13,3,154,4,21,8,14,39,24,10,16,27,162,280,426,374,264,886,716,185,352,51,3528
POA4037,33,21,23,15,34,27,12,25,0,201,13,7,15,4,22,41,10,21,11,136,362,603,475,304,779,992,285,597,38,4429
POA4051,80,72,62,38,111,78,17,37,0,497,29,52,48,21,85,96,38,64,64,498,1317,2125,1811,1155,3228,3926,1199,2438,162,17356
POA4053,162,118,106,59,174,152,49,86,6,905,51,77,64,41,187,180,39,90,116,848,2132,3096,2712,1859,5428,5664,1613,3147,276,25936
POA4054,46,38,26,21,57,56,17,30,4,299,13,21,14,6,40,48,16,29,27,214,616,891,740,548,1553,1511,422,741,68,7090
POA4055,74,43,41,34,68,80,17,40,0,386,20,33,31,11,56,66,19,52,37,325,1014,1477,1222,802,2381,2617,737,1392,103,11735
POA4059,38,41,20,8,32,28,17,17,0,207,8,42,36,21,45,62,11,22,51,301,748,1347,921,510,1525,1564,460,933,83,8093
POA4060,44,29,21,11,35,38,7,14,3,193,11,29,24,7,27,38,9,30,24,207,629,1145,769,493,1127,1531,466,1271,50,7484
POA4061,50,45,21,27,44,41,13,26,0,267,11,35,11,15,44,50,14,29,21,238,719,1391,925,600,1566,1831,558,1177,49,8821
POA4064,27,42,29,24,42,41,4,19,5,230,12,24,20,19,51,60,14,34,42,276,646,943,773,480,1416,1690,496,1216,82,7745
POA4065,26,21,17,13,19,24,9,16,0,149,10,22,22,14,25,52,8,37,19,209,418,814,605,360,751,1207,393,993,40,5593
POA4066,34,59,23,20,61,51,11,21,0,276,24,50,36,26,83,81,20,48,57,423,1005,1731,1170,715,2238,2270,603,1367,115,11215
POA4067,34,39,21,4,14,26,12,7,0,156,22,56,27,11,20,34,3,12,31,216,938,1482,689,290,796,857,228,523,73,5874
POA4068,75,61,37,37,66,45,16,27,0,375,18,58,32,10,63,83,11,48,63,381,1333,2073,1472,872,2737,2803,703,1591,134,13722
POA4069,63,82,73,36,71,79,26,58,0,490,20,64,46,40,83,144,24,65,54,542,1415,2642,1897,1213,2750,3697,1085,2744,129,17574
POA4070,30,25,23,21,39,45,13,18,4,201,11,29,17,8,34,49,7,21,15,199,526,852,626,397,1207,1301,367,817,50,6140
POA4073,18,17,15,9,18,31,9,18,0,135,7,17,13,11,36,28,5,22,7,147,353,637,492,303,983,1052,264,598,32,4713
POA4074,86,74,50,36,95,80,19,34,4,487,21,59,40,27,107,95,31,50,71,492,934,1652,1312,797,2769,2581,702,1471,146,12361
POA4075,84,70,43,28,65,81,23,34,8,437,24,42,31,29,85,116,29,51,67,468,1216,1748,1295,919,2665,2878,807,1685,145,13365
POA4076,15,16,22,7,18,26,5,9,0,114,7,21,19,8,26,28,4,10,15,131,182,275,254,161,553,446,105,201,43,2217
POA4077,189,185,147,68,171,104,37,38,19,955,45,115,99,75,253,151,24,62,216,1034,998,1862,1717,1053,3627,2370,640,1125,398,13796
POA4078,73,79,78,33,129,105,28,35,3,566,33,59,40,41,185,114,33,48,106,650,911,1602,1378,928,3314,2577,652,1194,208,12767
POA4101,81,87,55,45,129,81,24,50,3,544,45,112,68,44,143,143,26,91,89,756,1617,2805,2096,1173,4333,4336,1087,2430,190,20068
POA4102,31,22,24,15,54,32,6,14,0,205,17,30,20,10,53,38,13,24,43,226,538,949,725,407,1390,1295,306,623,111,6346
POA4103,40,36,29,16,55,39,19,29,0,260,17,35,34,22,52,72,15,24,43,317,753,1302,1047,689,1981,1870,500,894,101,9146
POA4104,19,27,16,8,15,22,0,8,0,117,0,18,18,7,24,19,3,17,10,116,296,573,452,285,764,750,203,498,35,3851
POA4105,27,28,33,19,44,42,13,27,4,246,14,34,28,21,61,66,10,24,45,311,583,909,854,608,1669,1628,463,926,88,7725
POA4106,3,10,7,7,13,15,5,5,0,54,4,5,7,3,11,9,3,0,4,49,72,99,104,67,193,174,56,84,16,859
POA4107,18,15,15,6,35,24,9,11,0,134,5,11,22,14,29,18,4,25,29,151,289,419,405,269,844,824,192,379,47,3668
POA4108,11,15,24,6,35,26,4,6,0,140,5,19,30,10,36,32,12,4,28,170,225,413,428,218,806,567,118,198,67,3046
POA4109,87,88,84,33,135,96,21,35,6,579,54,149,113,59,209,175,25,58,245,1095,1151,2654,2326,1283,3924,3112,662,1284,442,16838
POA4110,51,43,40,9,64,60,15,26,4,323,21,34,39,29,111,84,8,28,125,472,462,840,873,609,2135,1610,378,652,206,7767
POA4111,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,0,0,4,19,62,90,80,41,85,96,26,46,16,536
POA4112,16,20,20,15,24,20,9,9,0,131,9,18,28,12,47,29,10,17,46,217,250,567,488,319,932,803,208,360,75,4004
POA4113,65,76,76,31,127,80,22,41,3,529,29,88,123,40,197,133,29,39,183,861,919,1976,1982,1054,3688,2765,656,1090,326,14457
POA4114,30,52,48,28,91,84,17,31,7,383,29,70,64,57,202,134,20,32,185,801,554,1298,1066,791,2267,1563,428,658,334,8965
POA4115,57,43,45,27,84,68,27,31,4,392,31,50,38,27,110,105,17,42,97,520,644,1279,1125,751,2451,2040,480,985,188,9938
POA4116,54,63,65,28,96,91,20,45,5,457,25,61,77,33,167,142,35,51,105,703,795,1787,1690,1015,3386,2633,590,1141,216,13254
POA4117,13,3,8,3,13,6,0,0,0,55,4,0,3,4,18,14,0,3,15,74,80,138,151,98,307,240,43,118,30,1212
POA4118,86,83,63,48,150,126,36,68,8,670,42,63,67,43,188,184,42,65,115,813,1002,1734,1687,1167,3708,2880,886,1567,277,14917
POA4119,10,11,19,12,37,24,3,9,5,125,7,19,19,9,35,37,3,12,26,160,213,427,402,245,862,678,175,276,48,3326
POA4120,40,27,16,9,50,35,8,24,0,205,11,21,13,10,28,46,11,26,28,191,494,771,670,432,1495,1414,398,739,64,6478
POA4121,74,66,38,20,68,75,28,48,3,419,13,53,33,24,78,100,28,57,66,456,1101,1890,1448,1012,2724,2929,914,1943,140,14098
POA4122,117,123,76,57,168,177,32,78,7,842,65,124,67,48,192,178,38,72,159,934,1686,3370,2620,1848,5376,4805,1226,2373,314,23619
POA4123,63,62,48,21,95,82,27,43,3,451,23,60,58,19,114,85,27,42,86,508,750,1485,1307,877,2725,2416,621,1088,176,11448
POA4124,58,66,49,34,111,124,51,70,9,578,31,56,58,37,147,149,33,71,117,695,732,1302,1124,845,2705,2369,659,1460,222,11422
POA4125,35,28,29,21,76,69,18,37,6,311,22,30,23,22,96,75,18,33,71,379,347,680,612,503,1431,1219,330,750,148,6015
POA4127,72,75,38,37,124,119,22,48,13,547,31,56,62,41,134,137,28,48,120,663,867,1577,1378,1010,2905,2514,650,1251,237,12379
POA4128,73,48,28,23,80,70,16,61,0,406,17,37,21,13,77,97,26,40,46,382,617,1142,860,678,2062,1841,569,1105,98,8978
POA4129,25,24,21,11,36,35,4,18,0,160,10,10,11,10,48,34,9,16,36,179,268,432,328,263,786,637,163,389,82,3347
POA4130,32,15,18,16,34,32,7,29,0,179,6,24,14,16,41,40,4,39,24,200,327,642,487,354,988,935,298,738,48,4810
POA4131,29,22,21,16,45,37,14,13,0,189,11,18,23,18,84,49,9,19,69,298,335,624,488,377,1189,810,206,374,122,4520
POA4132,44,42,36,32,116,68,21,24,9,393,21,69,59,43,216,141,27,54,141,761,598,1229,1112,861,2815,1747,488,891,295,10049
POA4133,38,48,49,29,119,87,22,48,3,446,28,42,47,34,154,118,17,45,120,609,608,1057,991,757,2432,1824,506,944,223,9346
POA4151,45,39,42,27,63,56,16,23,0,309,8,33,23,26,65,77,21,43,51,342,807,1354,1109,764,2380,2326,724,1401,119,10985
POA4152,144,114,81,46,169,169,40,67,4,834,37,105,74,54,185,204,39,109,127,944,1882,3340,2635,1805,5317,5504,1602,3499,274,25865
POA4153,22,12,6,0,29,12,0,15,0,93,12,13,0,3,19,17,9,11,12,89,196,319,253,143,494,535,144,309,17,2406
POA4154,29,23,12,7,30,41,12,28,0,191,3,27,18,13,43,64,15,35,27,250,409,799,607,406,1168,1397,434,950,67,6230
POA4155,3,6,5,0,0,0,0,6,0,21,0,0,12,4,5,3,0,9,10,38,50,113,95,50,104,141,34,145,17,754
POA4156,13,7,5,5,16,13,8,4,0,67,4,6,0,0,10,25,0,13,10,76,137,287,187,150,336,397,83,249,17,1839
POA4157,80,56,55,30,102,88,25,61,6,505,10,31,37,25,98,86,16,47,65,413,742,1324,1057,803,2202,2023,600,1142,145,10045
POA4158,14,8,6,7,9,10,7,11,0,76,6,11,7,0,21,20,4,12,9,89,157,225,171,159,441,371,127,230,16,1895
POA4159,34,38,27,21,58,53,21,32,3,294,10,27,19,11,65,70,17,40,46,300,582,931,730,539,1459,1424,476,964,90,7196
POA4160,62,58,33,31,67,55,13,45,0,366,16,44,38,23,73,71,22,48,50,378,718,1443,1045,737,1819,1993,578,1341,99,9772
POA4161,75,52,34,32,94,72,19,47,7,434,19,37,30,24,77,74,18,38,51,367,675,1069,857,652,1921,1638,507,931,114,8362
POA4163,44,37,39,33,45,54,16,29,4,302,10,30,23,29,67,79,10,33,32,321,508,965,822,554,1392,1339,373,920,100,6969
POA4164,73,48,57,34,111,80,17,45,0,466,24,44,32,32,88,91,34,49,68,472,779,1329,1073,765,2235,2009,593,1313,138,10233
POA4165,144,111,78,53,150,164,48,100,7,867,46,86,64,45,175,196,47,114,116,879,1546,2524,2019,1439,3903,3963,1173,2545,245,19372
POA4169,59,52,33,15,79,42,19,20,6,320,16,38,32,20,70,87,24,48,51,389,726,1182,1038,561,2135,2138,644,1415,130,9976
POA4170,78,67,53,31,111,91,32,62,0,520,32,36,40,34,115,124,40,81,89,600,1186,1834,1552,1122,3624,3826,1165,2400,188,16898
POA4171,35,44,20,15,47,41,10,33,4,251,14,39,38,16,55,98,12,72,48,400,679,1149,872,610,1674,2209,704,1742,109,9744
POA4172,18,11,9,9,19,34,9,5,0,113,6,12,5,4,19,19,5,10,7,91,190,293,278,183,686,703,207,380,30,2947
POA4173,24,25,18,12,39,46,10,12,0,180,6,21,16,8,45,40,5,25,20,179,337,504,440,334,1109,1049,255,508,56,4598
POA4174,15,7,8,5,12,3,0,3,0,64,4,6,9,4,20,17,0,7,13,78,132,175,149,104,376,351,116,169,31,1588
POA4178,91,61,52,22,131,109,25,55,3,537,18,53,41,29,126,114,31,57,71,547,1011,1687,1295,920,2913,2849,866,1688,162,13400
POA4179,61,44,32,19,60,67,24,45,3,352,18,43,34,30,69,102,19,56,73,444,722,1327,1038,765,1937,2131,685,1440,121,10156
