POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6720,6,6,15,0,4,6,0,0,0,34,3,13,11,13,3,0,4,10,0,62,31,10,224,27,48,4,67,18,7,443,3,0,6,0,0,0,5,4,0,26,0,0,3,0,0,0,4,0,0,10,3,0,0,0,3,0,0,0,0,5,0,3,3,0,0,3,3,0,0,24,75,92,285,59,78,15,106,48,14,773
POA6721,18,28,17,9,10,4,5,9,0,102,39,22,34,16,27,3,14,17,0,171,86,41,389,29,62,14,80,40,21,766,3,0,9,0,16,0,9,7,0,46,3,5,8,3,9,4,9,0,0,49,0,0,9,0,3,0,0,4,0,16,5,4,7,9,6,0,0,4,5,43,270,387,525,95,198,39,122,93,30,1760
POA6722,22,17,29,18,22,6,9,7,0,133,39,45,65,76,54,12,22,24,4,347,103,74,897,118,142,43,241,128,51,1796,10,0,20,17,22,13,28,19,3,139,10,4,11,13,9,9,13,9,0,88,4,0,8,0,0,3,4,3,0,31,9,4,17,3,5,4,19,18,25,115,272,550,1124,321,337,125,361,251,97,3437
POA6725,35,57,15,31,30,14,7,18,4,209,73,64,20,102,66,25,8,31,3,383,141,101,393,156,138,65,94,92,26,1200,4,8,0,24,27,14,8,5,0,97,8,13,3,18,17,6,0,13,0,87,9,6,0,10,3,0,0,0,0,25,5,29,15,24,25,14,12,26,26,172,494,1004,517,517,434,176,140,236,76,3594
POA6726,20,40,8,13,12,8,4,6,0,114,47,48,22,55,30,9,4,11,5,228,73,39,215,89,65,28,44,68,4,639,3,11,3,14,13,8,0,7,0,66,13,3,5,12,6,4,3,3,0,48,7,3,3,0,0,3,0,4,0,17,6,12,9,9,8,3,0,9,12,64,325,668,286,287,217,81,67,133,32,2100
POA6728,9,13,3,13,0,0,0,4,0,49,15,13,6,27,17,4,0,3,0,84,33,30,90,82,41,7,20,57,10,373,3,7,6,14,9,3,0,5,0,41,3,0,0,15,4,0,4,0,0,33,3,0,0,0,0,0,0,0,0,5,0,5,7,8,0,0,0,5,5,41,130,288,108,193,83,25,25,86,17,955
POA6740,0,5,0,4,0,0,0,0,0,14,0,8,4,3,5,0,0,7,0,25,10,10,21,17,5,5,11,9,7,92,0,6,4,4,4,3,0,0,0,16,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,14,28,61,30,48,21,6,15,18,5,227
POA6743,22,24,5,28,20,4,3,8,0,112,38,35,11,49,28,6,6,6,0,179,118,46,217,83,74,15,59,66,15,696,7,8,0,12,8,4,0,3,0,48,5,5,5,9,9,4,0,6,0,42,3,0,0,0,0,0,0,5,0,24,3,15,8,24,11,8,6,19,16,105,334,532,278,283,224,71,88,138,42,1994
POA6751,6,9,14,6,10,4,8,0,0,57,21,10,15,21,19,4,29,20,0,138,33,23,395,33,54,7,171,42,30,783,4,0,4,7,3,4,19,7,3,40,3,0,6,4,4,3,3,6,0,29,0,0,0,5,0,0,0,0,0,9,4,6,0,0,4,9,12,8,3,41,113,213,463,100,107,33,271,104,38,1448
POA6753,10,12,24,19,8,5,18,9,0,100,26,25,45,23,24,8,40,11,8,213,55,48,638,56,58,12,256,85,20,1236,0,5,25,11,10,7,17,22,6,97,0,0,5,4,7,6,18,9,0,54,0,0,0,0,0,0,0,0,0,8,3,6,13,6,5,3,17,9,12,81,175,329,801,159,147,56,411,189,53,2323
POA6754,3,0,0,3,0,0,7,4,0,15,3,4,5,6,3,0,8,4,0,40,10,3,105,11,15,0,72,9,8,228,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,12,29,37,125,21,31,8,109,26,12,396
POA6758,6,3,0,6,0,0,4,0,0,15,6,3,8,3,0,0,3,0,0,29,3,3,133,0,8,0,53,12,0,214,0,0,0,5,0,0,6,9,0,17,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,20,54,162,13,15,0,79,28,4,370
POA6760,0,5,0,0,0,0,4,0,0,13,0,3,10,0,4,0,4,0,0,20,0,0,65,8,3,0,17,26,0,126,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,17,15,28,88,14,8,4,38,38,7,237
POA6762,0,0,4,0,0,0,0,0,0,9,5,5,5,0,0,0,5,0,0,14,3,5,63,0,4,0,29,4,0,110,0,7,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,37,83,4,9,0,40,13,0,204
POA6765,0,0,0,3,0,0,0,0,0,6,4,3,0,7,3,4,0,0,0,24,13,12,21,22,14,7,0,9,0,88,0,4,0,0,3,0,0,0,0,13,0,5,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,0,0,3,26,42,106,28,53,31,7,3,25,3,306
POA6770,4,3,0,3,0,0,0,0,0,20,7,3,0,3,3,0,0,0,0,18,25,13,35,38,14,6,5,21,7,157,0,3,6,4,0,3,0,3,0,22,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,3,7,5,28,73,120,48,76,32,7,16,36,17,429
POA7000,41,62,32,37,36,8,4,3,3,237,79,79,71,94,75,18,10,19,8,453,106,57,263,148,100,48,15,59,6,803,10,4,5,16,7,13,0,12,0,74,9,12,7,12,13,3,3,4,3,73,5,21,5,11,0,7,0,4,0,54,3,22,11,7,11,14,5,9,11,97,1031,3096,630,756,638,330,89,280,82,6929
POA7004,20,30,12,25,21,0,4,9,5,118,31,40,31,26,36,11,0,9,0,193,55,32,132,47,43,21,8,24,7,367,0,3,6,4,3,4,0,5,0,29,0,0,10,4,0,4,0,0,0,24,0,7,0,0,0,0,3,0,3,28,5,8,0,3,4,4,0,0,3,38,488,1695,308,320,301,116,40,142,36,3442
POA7005,51,59,23,35,29,10,0,11,6,219,54,36,39,44,49,38,4,26,3,308,87,42,136,63,56,30,17,20,8,456,4,0,6,14,5,6,0,7,0,44,17,5,8,9,7,8,3,9,0,61,7,10,3,8,6,4,0,8,0,50,19,23,8,8,4,3,6,7,18,88,911,2318,416,622,569,293,112,306,107,5649
POA7007,5,27,13,15,13,3,0,4,0,79,12,9,7,18,9,9,0,3,0,73,30,21,46,25,21,14,4,16,0,168,0,4,4,3,3,3,0,4,0,18,0,3,0,0,4,4,0,3,0,20,0,3,0,0,0,0,0,0,0,8,9,6,4,3,4,0,0,0,3,22,240,610,107,156,115,53,24,55,15,1380
POA7008,31,65,29,40,34,21,4,7,0,243,66,83,50,74,72,17,8,18,4,400,114,61,282,187,129,56,32,75,14,940,8,3,3,16,14,9,4,12,0,66,15,10,3,18,29,3,3,9,0,93,9,9,4,5,7,3,0,4,0,40,8,16,7,13,10,5,7,15,9,82,716,2163,579,744,597,275,125,273,69,5545
POA7009,31,35,25,44,29,11,9,5,3,186,45,56,65,120,73,21,16,34,4,435,93,75,415,254,170,73,64,111,23,1282,12,5,9,38,24,9,3,10,0,108,8,4,9,29,3,6,0,12,0,67,7,3,3,4,8,3,3,6,0,39,11,9,9,21,4,6,15,7,14,95,478,1336,745,970,559,315,245,451,83,5174
POA7010,22,39,37,54,33,8,8,9,8,204,50,72,76,140,100,39,23,36,4,539,152,98,547,360,226,109,103,133,33,1761,4,13,22,25,26,24,9,30,3,161,6,6,9,42,28,9,4,7,3,119,6,5,3,9,3,7,0,8,5,41,10,12,21,36,19,21,12,34,26,189,488,1060,927,1164,662,436,289,551,140,5714
POA7011,27,42,26,28,27,4,3,9,3,179,74,58,40,116,82,28,7,18,8,433,174,102,681,368,261,102,117,181,36,2011,7,9,12,32,21,18,9,21,0,130,20,5,10,34,28,15,9,14,0,142,0,4,0,3,0,6,0,4,0,28,7,12,12,19,20,6,13,27,9,123,449,831,900,830,585,251,235,387,88,4563
POA7012,0,4,0,0,4,5,0,0,0,17,6,0,4,10,7,0,0,0,0,32,14,3,51,17,9,0,14,3,0,129,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,33,68,63,43,36,6,21,14,5,295
POA7015,37,50,16,39,38,11,0,7,0,207,70,54,45,71,70,21,5,13,8,363,105,59,355,133,129,54,36,59,10,935,5,5,10,9,14,7,4,8,0,60,6,7,8,22,22,6,4,10,0,84,3,9,0,9,3,0,0,4,0,24,11,5,9,3,3,7,0,3,9,45,560,1322,544,486,464,185,95,182,54,3886
POA7016,0,6,5,0,4,0,0,0,0,18,3,9,0,24,13,4,4,0,0,51,21,17,114,75,37,21,19,40,3,341,0,0,0,8,5,6,3,3,0,24,0,0,3,5,0,0,0,7,0,20,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,6,0,4,0,19,39,73,135,141,71,34,27,69,12,603
POA7017,21,24,4,16,16,5,5,6,0,106,52,47,17,54,63,11,0,6,6,266,122,40,366,151,146,36,63,66,26,1023,5,4,4,10,28,6,0,3,4,63,7,5,0,12,15,6,6,6,0,53,3,3,3,3,3,0,0,0,0,25,11,7,5,8,9,5,0,3,4,54,324,519,441,318,329,86,87,108,41,2253
POA7018,62,86,36,60,68,14,3,9,4,349,135,138,92,151,135,52,15,35,19,766,265,117,741,411,341,114,97,126,39,2255,12,8,17,30,37,17,10,19,4,155,18,17,13,41,49,11,3,13,0,164,3,17,4,13,3,3,0,6,0,55,14,28,11,40,14,16,6,5,16,141,1150,2657,1104,1163,1023,386,193,387,120,8172
POA7019,7,10,9,22,12,4,3,11,3,75,27,28,16,53,44,10,11,11,3,207,88,46,267,191,127,50,30,66,17,888,3,8,15,22,15,11,3,11,0,88,4,4,6,12,15,9,3,3,0,55,0,3,6,3,0,0,0,0,0,19,0,8,6,4,4,3,5,11,3,49,208,484,353,414,297,117,76,163,41,2150
POA7020,8,17,4,12,11,0,0,0,0,57,20,18,18,23,13,0,0,9,0,97,59,15,170,49,34,17,14,22,4,374,4,0,0,7,3,4,0,0,0,20,6,0,5,4,9,0,0,0,0,28,4,0,6,0,0,0,0,0,0,8,0,3,0,6,0,0,5,0,0,22,156,345,229,129,103,35,17,37,10,1062
POA7021,3,11,7,16,12,5,0,0,0,46,24,30,0,22,17,0,0,0,0,98,67,24,126,56,41,25,4,21,5,366,0,0,0,9,0,5,0,4,0,18,0,0,0,5,5,4,0,3,0,16,0,0,0,0,0,0,0,0,0,4,3,5,0,0,7,3,0,0,3,20,162,321,152,136,107,51,9,39,15,983
POA7022,0,4,4,3,3,0,0,0,0,23,8,4,6,13,4,0,0,0,0,31,29,8,51,13,19,5,10,9,4,133,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,86,67,42,33,6,12,14,0,325
POA7023,3,3,0,0,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,15,6,8,22,3,6,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,60,26,11,16,9,0,3,0,139
POA7024,3,3,6,0,6,0,0,0,0,13,7,5,5,6,7,0,0,0,0,25,9,3,35,7,12,3,4,10,0,89,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,82,46,19,34,3,4,15,6,256
POA7025,14,23,5,5,14,5,0,0,0,57,19,3,5,13,18,6,0,0,0,61,32,21,81,17,19,9,20,8,6,211,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,6,0,3,0,16,0,0,0,0,0,0,0,0,0,3,7,6,7,4,5,3,0,4,0,25,128,194,106,63,83,31,21,23,11,652
POA7026,0,3,0,0,3,0,0,0,0,10,6,7,3,10,5,4,0,0,0,39,30,5,55,23,18,6,15,24,0,178,0,0,0,4,0,3,0,3,0,13,3,0,4,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,50,53,78,47,47,14,22,35,4,359
POA7027,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,7,9,0,15,8,4,0,4,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,19,17,9,3,4,9,0,74
POA7030,32,32,14,29,38,4,0,7,0,167,81,66,33,136,91,30,8,12,3,461,246,112,891,498,280,135,198,210,54,2608,10,4,19,34,38,42,24,40,3,225,13,8,18,40,38,11,9,17,0,153,0,0,4,6,3,0,0,0,6,25,13,12,26,32,21,19,19,43,19,199,516,624,1044,892,583,276,288,365,98,4675
POA7050,42,34,31,37,37,18,3,18,5,220,100,61,57,109,76,35,6,27,10,483,152,84,431,183,190,80,50,84,17,1263,13,5,11,26,11,21,0,10,0,98,14,12,6,17,22,10,5,16,0,107,7,12,3,4,5,0,7,4,0,47,11,25,16,11,14,6,5,11,15,106,758,1723,714,693,642,304,116,287,87,5331
POA7052,35,32,13,23,22,7,0,0,0,132,35,45,29,66,47,12,3,4,5,252,107,45,228,105,94,43,22,34,11,685,3,0,5,12,7,4,0,5,0,42,7,0,4,6,16,3,0,0,3,49,4,3,3,0,0,0,0,3,5,19,11,10,3,8,3,3,0,0,0,40,465,1063,354,343,334,117,46,108,46,2863
POA7053,13,15,5,6,6,6,0,0,0,50,12,23,5,11,11,7,0,0,4,78,27,12,51,24,12,8,0,4,4,145,0,0,0,0,0,6,0,0,0,3,4,0,7,9,0,3,0,0,0,29,0,3,0,11,5,0,0,0,0,16,0,8,0,0,5,6,0,0,3,20,264,711,100,130,115,51,10,36,14,1433
POA7054,30,46,15,31,30,4,0,3,5,172,49,50,44,64,58,25,9,13,3,325,154,76,423,159,99,63,56,84,14,1131,5,4,8,6,12,5,4,11,0,62,9,8,5,11,17,3,4,7,0,70,4,3,3,4,4,0,3,3,0,27,9,11,6,8,5,7,5,8,3,60,537,1260,573,410,365,134,93,155,56,3583
POA7055,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,0,0,0,19,5,5,39,15,11,0,0,6,0,80,0,0,0,0,0,4,0,0,0,6,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,66,46,32,31,13,5,6,4,217
POA7109,38,38,19,21,21,4,4,12,5,163,64,50,28,60,37,18,3,13,6,276,170,57,418,168,154,65,90,135,15,1267,6,7,8,14,16,9,7,14,0,74,13,3,13,16,14,8,4,11,0,73,3,3,5,10,5,0,0,6,0,30,18,9,8,11,11,5,6,24,7,97,485,807,557,398,338,139,115,257,55,3148
POA7112,13,17,4,0,5,0,6,0,0,49,11,14,8,10,9,5,0,3,3,70,60,19,98,46,38,9,29,34,7,331,5,0,3,3,3,0,0,5,0,22,4,6,0,9,0,0,0,5,0,17,0,4,0,3,0,0,0,0,0,8,0,4,4,9,0,8,3,0,7,37,152,254,138,116,81,31,38,64,28,904
POA7113,5,6,4,6,3,0,0,0,0,17,3,5,0,8,12,0,0,3,0,31,18,9,44,16,17,3,10,13,0,134,3,0,3,0,0,0,3,0,0,13,0,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,52,84,63,44,42,15,15,30,7,349
POA7116,6,15,3,10,3,0,0,3,5,46,7,12,0,11,5,4,0,4,0,48,41,28,92,32,15,14,23,39,6,282,0,0,4,7,0,3,5,7,0,21,0,5,0,4,4,0,0,0,0,13,3,0,0,0,0,0,0,0,0,9,4,0,4,3,0,4,0,4,3,23,109,140,110,79,55,29,28,65,10,633
POA7117,0,3,0,0,0,0,0,0,0,8,0,0,0,5,5,0,0,3,0,16,12,7,24,13,7,4,0,18,0,78,4,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,4,5,0,3,3,4,26,29,49,25,32,16,8,10,44,6,224
POA7119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
POA7120,10,0,0,3,0,0,0,0,0,18,4,7,4,10,3,3,0,4,0,36,37,3,36,27,13,11,18,26,3,176,3,0,5,3,3,3,3,0,0,22,5,0,3,0,0,0,0,4,0,8,5,0,0,0,0,0,0,0,0,5,6,0,6,5,0,4,4,6,0,20,94,61,53,59,28,16,26,42,3,390
POA7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA7140,25,21,10,25,14,7,5,7,0,117,42,42,38,71,40,15,3,16,5,267,158,68,486,291,147,73,125,146,32,1525,3,0,16,36,22,16,11,33,0,138,12,0,7,17,13,7,8,12,0,81,3,9,3,9,0,3,0,5,0,33,7,9,10,24,9,5,12,10,15,109,383,449,604,521,308,139,176,257,62,2894
POA7150,11,15,6,8,11,7,0,3,0,62,18,15,12,10,12,3,0,3,3,79,52,17,114,41,33,14,27,42,12,342,0,4,3,6,0,0,0,4,0,21,0,6,8,7,0,5,3,3,0,28,0,0,0,0,5,0,0,0,0,6,8,4,3,0,0,0,0,0,0,23,181,359,178,111,108,37,43,83,20,1116
POA7155,4,10,0,3,4,0,0,0,0,27,6,4,5,8,3,0,0,0,0,28,10,11,40,11,5,9,8,6,0,97,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,46,111,51,41,26,9,12,23,5,328
POA7162,4,3,4,0,4,3,0,0,0,18,0,6,3,0,0,0,0,0,0,21,6,8,20,4,6,4,8,3,4,60,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,30,73,36,24,23,12,5,6,8,218
POA7163,4,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,0,8,0,0,14,5,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,21,34,25,15,14,4,0,10,0,122
POA7170,39,27,13,21,26,7,0,10,0,143,59,38,29,40,44,11,3,5,0,224,132,45,267,76,94,33,31,34,14,724,5,0,0,0,17,7,0,4,0,41,4,8,8,7,11,3,6,8,4,49,0,6,6,0,4,0,0,0,0,21,6,7,4,3,6,0,5,6,3,44,427,694,350,227,287,90,55,76,24,2233
POA7171,15,11,7,17,13,7,0,0,0,65,21,19,14,37,35,7,5,10,0,147,64,34,168,88,90,32,29,46,8,561,7,0,0,3,11,10,0,3,0,36,9,0,3,4,4,4,0,4,0,25,3,0,0,4,8,0,0,6,0,17,0,5,3,0,8,0,0,0,4,24,176,285,210,199,209,69,50,87,19,1305
POA7172,6,16,4,8,8,5,0,0,0,48,29,26,11,25,33,4,0,3,5,141,68,32,193,89,82,32,46,53,12,617,8,0,3,4,14,9,0,5,0,50,7,0,4,11,14,0,0,3,0,37,0,0,4,3,0,0,0,0,0,14,10,0,3,9,3,6,4,12,4,39,172,267,239,189,196,71,56,85,26,1297
POA7173,25,21,16,29,16,4,4,6,0,118,33,34,23,56,42,19,4,4,0,211,119,33,437,194,122,59,60,86,25,1143,6,4,3,15,11,13,5,6,3,59,4,6,10,18,11,6,0,9,0,56,0,4,3,3,0,0,0,0,0,10,9,9,11,12,7,4,3,13,6,81,297,518,541,377,267,121,79,148,45,2393
POA7174,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,10,8,4,9,0,4,0,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,12,12,6,12,4,4,0,0,64
POA7175,0,7,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,4,0,8,0,4,0,0,7,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,12,9,3,0,0,5,0,73
POA7176,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,4,0,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,13,10,6,7,0,3,0,55
POA7177,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,11,15,0,13,8,8,4,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,13,23,14,15,7,6,9,0,114
POA7178,4,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,15,5,0,12,3,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,16,14,12,8,11,0,3,4,0,72
POA7179,3,3,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,9,0,8,4,3,0,3,10,0,37,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,42,11,11,14,0,3,9,5,118
POA7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,6,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,5,0,0,0,0,30
POA7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,3,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,12,3,0,0,5,0,59
POA7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
POA7184,0,4,0,5,4,0,0,0,0,12,3,0,5,4,7,0,0,0,0,15,10,0,25,15,7,0,8,16,4,83,0,0,0,0,3,0,0,3,0,8,0,5,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,22,41,44,37,19,6,11,25,8,201
POA7185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,4,3,0,0,3,0,0,38
POA7186,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,9,0,3,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,10,9,0,0,0,4,3,44
POA7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,4,0,0,0,4,0,30
POA7190,13,9,5,4,10,0,0,5,0,50,17,8,8,13,8,9,0,6,0,70,63,5,100,38,18,18,20,52,7,319,4,0,0,5,0,0,4,8,0,21,7,0,3,7,3,0,0,10,0,33,0,0,0,0,0,0,0,5,0,8,5,9,0,5,4,0,4,3,6,25,165,134,118,99,60,30,30,104,14,762
POA7209,3,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,7,7,0,11,0,0,5,0,8,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,15,4,9,7,0,14,0,83
