POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA4417,23,4,16,10,10,13,6,4,0,86,174,38,91,83,84,101,80,45,9,699
POA4418,5,0,0,0,0,0,0,0,0,11,10,9,15,7,19,14,0,9,0,86
POA4419,26,22,75,33,22,14,17,12,0,226,199,91,248,126,116,128,95,66,12,1082
POA4420,20,24,10,9,19,19,10,15,3,136,255,117,149,142,157,145,123,98,33,1219
POA4421,55,27,40,32,35,47,37,17,6,288,388,200,212,207,296,374,332,133,30,2178
POA4422,12,13,4,14,12,10,4,0,0,75,82,46,36,48,87,68,64,23,0,447
POA4423,10,0,4,3,5,4,4,4,0,28,48,16,32,28,33,20,23,10,3,197
POA4424,3,0,4,3,0,0,3,0,0,18,62,17,22,40,27,21,26,12,0,235
POA4425,0,3,0,5,0,3,0,0,0,15,34,16,14,30,20,24,27,7,0,170
POA4426,5,8,9,3,0,7,5,3,0,34,15,22,12,16,17,20,19,15,8,146
POA4427,6,6,0,0,10,8,10,6,5,53,50,36,16,30,47,54,44,32,9,315
POA4428,8,8,13,5,14,12,8,4,0,72,127,50,82,67,85,96,66,42,8,627
POA4454,27,13,18,15,27,16,18,0,4,132,131,65,100,83,114,105,81,34,20,730
POA4455,267,182,162,162,162,136,67,59,49,1244,1880,1131,1139,1129,1109,1044,662,369,143,8610
POA4461,0,0,0,0,0,0,0,0,0,4,7,6,0,3,4,11,13,6,0,38
POA4462,3,0,4,3,0,0,0,3,0,20,18,4,15,14,13,16,21,15,3,128
POA4465,23,20,19,23,23,14,25,12,7,152,238,126,140,133,148,179,180,93,24,1263
POA4467,0,0,3,0,6,11,0,0,0,26,23,21,15,19,35,27,11,12,0,157
POA4468,0,0,4,0,3,5,7,4,0,27,32,28,29,23,34,62,34,20,0,260
POA4470,80,58,76,48,66,95,41,18,21,494,563,329,454,323,368,533,354,157,97,3184
POA4472,17,4,9,14,11,21,19,20,24,149,222,124,143,146,158,225,210,124,60,1408
POA4474,0,0,0,0,0,0,0,0,0,6,12,6,14,3,9,18,9,5,0,72
POA4477,13,0,8,6,10,10,13,5,0,53,106,37,48,61,91,84,55,34,17,530
POA4478,8,7,6,0,12,10,9,7,0,59,97,58,58,47,60,75,67,35,3,500
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
POA4480,20,0,8,5,10,9,8,0,0,59,127,46,92,66,95,104,58,23,13,625
POA4481,0,5,3,0,0,3,0,0,0,23,11,28,16,10,20,17,14,7,0,118
POA4482,8,0,3,3,3,4,0,0,0,23,14,12,20,16,18,7,15,0,0,110
POA4486,13,4,12,6,11,5,6,3,0,54,110,69,72,73,95,103,86,41,8,669
POA4487,89,51,63,38,46,55,21,16,23,400,666,402,429,334,425,428,294,153,58,3179
POA4488,8,4,6,5,0,4,3,0,0,35,54,19,18,38,44,28,29,11,6,247
POA4489,0,0,0,0,0,0,0,0,0,5,20,4,6,8,11,23,6,4,0,78
POA4490,27,16,14,9,19,21,15,3,5,121,327,137,169,149,194,225,169,100,32,1508
POA4491,0,0,0,0,0,0,8,0,0,8,11,0,15,7,10,16,23,4,0,94
POA4492,0,0,4,4,5,8,5,0,0,20,57,45,49,54,28,54,23,7,0,322
POA4493,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,3,0,19
POA4494,3,0,3,4,7,9,0,0,0,34,38,13,32,27,21,17,7,4,0,160
POA4496,3,4,0,6,4,3,8,0,0,30,47,19,28,38,27,25,23,8,0,208
POA4497,6,5,0,6,10,7,8,0,0,38,62,33,37,43,51,52,32,9,4,315
POA4498,13,0,4,0,0,7,0,0,0,30,53,13,32,31,20,24,5,6,0,188
POA4500,727,366,428,412,379,245,183,100,35,2877,9715,5835,6369,6816,5999,4989,3742,1732,457,45656
POA4501,101,71,82,64,71,35,29,22,9,478,1119,771,900,788,753,621,522,308,133,5905
POA4502,116,82,70,63,75,59,40,16,6,524,1713,1210,1108,1150,1300,1106,767,302,68,8722
POA4503,865,546,663,551,461,289,239,120,127,3859,11760,6651,8981,7721,6195,4854,3753,1932,658,52483
POA4504,371,213,178,196,186,99,60,26,15,1347,5201,2992,2668,3122,3041,1885,1272,571,165,20910
POA4505,443,303,281,263,266,242,145,92,25,2068,5139,3503,3554,3143,3324,3011,2576,1464,419,26144
POA4506,590,411,357,322,243,192,118,69,20,2321,5411,3537,3879,3045,3083,2829,2126,1088,305,25306
POA4507,179,98,76,113,188,225,265,211,71,1427,1862,1271,925,1354,2108,3629,5208,3293,956,20612
POA4508,436,268,243,232,216,157,144,99,90,1890,3812,2477,2143,2449,2540,2418,2134,1159,435,19573
POA4509,567,325,351,372,279,163,100,65,57,2280,9627,4937,5259,6615,5185,2847,1949,1106,426,37952
POA4510,1234,756,742,646,647,471,450,284,191,5421,11304,6664,7542,6711,6430,6292,6184,3622,1188,55940
POA4511,142,85,58,88,87,92,100,54,13,723,1547,946,737,983,1266,1317,1877,1039,212,9929
POA4512,55,42,43,42,57,46,49,17,10,344,668,422,373,449,552,564,423,172,52,3677
POA4514,123,282,681,477,263,124,84,20,7,2057,1337,921,1443,1234,1151,1079,941,379,118,8605
POA4515,105,67,62,88,79,70,44,31,13,553,778,431,526,638,562,606,575,259,82,4467
POA4516,70,38,34,46,60,37,24,11,6,325,843,532,469,539,697,570,414,179,42,4290
POA4517,20,13,20,21,8,14,4,5,0,104,157,100,106,117,106,138,117,75,20,941
POA4518,95,60,59,59,66,60,44,22,3,475,1066,602,601,714,768,755,671,329,93,5601
POA4519,161,113,116,94,99,110,81,44,13,831,1790,1088,1121,1132,1190,1248,1111,607,197,9477
POA4520,176,98,55,109,179,124,100,55,10,907,2751,1620,828,1638,2600,2073,1528,708,140,13885
POA4521,87,47,42,65,79,45,43,33,7,447,1006,499,454,651,902,797,583,230,52,5174
POA4550,66,35,37,50,72,57,32,24,5,385,882,526,631,567,724,706,547,257,57,4908
POA4551,922,613,553,643,712,645,524,370,209,5186,11896,7192,7166,8191,8821,8605,8590,5681,2140,68286
POA4552,117,67,62,84,107,128,132,68,28,794,1129,643,538,807,1157,1619,1844,988,302,9019
POA4553,222,133,124,142,154,74,63,20,4,942,2379,1480,1610,1603,1461,1101,744,293,70,10748
POA4554,44,25,22,37,29,17,24,10,5,210,356,220,175,232,335,332,256,79,17,2000
POA4555,113,79,65,71,91,81,48,17,17,583,1424,875,747,941,1158,1065,862,461,188,7723
POA4556,600,574,406,385,446,342,330,244,238,3569,8252,6182,4821,5524,6267,5431,5289,3690,1694,47150
POA4557,295,197,226,234,235,207,134,53,22,1591,3762,2371,2591,2897,2914,2527,1986,863,240,20161
POA4558,296,246,364,311,278,302,308,207,196,2519,2731,2417,3511,2689,2624,3163,3263,2014,904,23327
POA4559,92,64,49,92,76,73,63,47,25,587,1375,868,700,941,1143,1030,840,423,119,7444
POA4560,601,344,349,416,402,347,246,138,80,2937,6696,3628,4147,4609,4574,4808,4453,2781,1017,36706
POA4561,137,69,75,93,115,94,43,24,9,658,1752,862,985,1111,1253,1318,906,369,87,8637
POA4562,134,79,45,100,155,104,62,44,9,730,1620,880,576,1078,1525,1460,1117,444,82,8793
POA4563,160,78,84,103,120,140,102,73,79,933,1567,900,677,1063,1373,1561,1592,833,257,9826
POA4564,140,128,91,137,148,139,118,85,42,1025,1623,1144,1105,1277,1565,1938,1760,941,301,11659
POA4565,212,134,103,155,217,195,166,143,111,1445,2171,1393,1033,1533,2116,2343,2361,1493,581,15033
POA4566,83,52,56,58,101,99,107,77,31,675,1013,670,519,786,1142,1329,1726,1185,353,8716
POA4567,141,98,120,142,167,139,107,60,28,993,1739,1062,1033,1330,1841,1932,1891,889,254,11979
POA4568,37,34,22,34,47,54,37,15,5,289,618,352,263,401,592,668,538,250,47,3736
POA4569,40,11,23,19,26,28,18,4,0,171,319,138,153,231,259,326,213,86,28,1756
POA4570,907,533,498,511,634,625,484,253,87,4535,8086,4804,4544,4982,6102,7286,6360,3255,1012,46427
POA4571,24,8,16,10,13,21,16,0,0,108,161,58,79,84,155,177,125,44,8,903
POA4572,48,44,70,35,66,66,48,19,25,419,469,470,654,434,598,707,536,266,109,4235
POA4573,519,257,244,404,402,289,227,111,43,2497,6224,3094,2948,4581,4724,4061,3427,1709,621,31392
POA4574,16,9,5,14,17,20,17,6,6,123,238,112,127,153,185,270,228,97,21,1432
POA4575,424,263,357,279,287,310,196,163,70,2349,4576,3109,3358,3418,3699,3759,3173,2073,859,28022
POA4580,68,43,20,41,66,86,102,66,27,519,445,268,231,306,527,990,1553,744,159,5219
POA4581,26,23,19,17,35,39,32,15,0,194,148,94,122,128,202,300,290,120,13,1415
POA4600,20,13,9,11,17,15,6,6,4,97,144,63,56,85,134,174,167,71,16,910
POA4601,21,17,12,14,18,21,13,11,3,132,188,116,100,110,155,193,171,99,20,1145
POA4605,131,71,40,54,69,62,58,32,13,534,1055,592,470,429,569,633,591,311,122,4770
POA4606,51,31,26,18,33,36,26,32,10,267,345,239,217,192,309,360,359,290,97,2399
POA4608,21,9,11,16,10,12,15,8,0,106,153,78,62,91,133,163,151,74,6,920
POA4610,330,193,179,154,183,181,167,82,38,1507,2906,1801,1819,1619,1788,1967,1892,1037,368,15212
POA4611,0,0,3,0,3,6,7,0,0,26,16,19,13,10,18,13,29,11,0,129
POA4612,0,0,0,10,0,10,12,3,0,38,42,11,11,26,30,32,58,24,4,250
POA4613,39,11,7,22,17,21,17,8,0,150,145,62,71,74,108,151,159,85,20,886
POA4614,31,7,8,10,21,26,16,24,0,146,205,98,77,102,141,187,241,152,33,1226
POA4615,183,84,81,92,116,165,158,82,18,982,1082,632,551,671,940,1257,1397,662,158,7356
POA4620,6,0,5,3,12,17,14,10,0,65,43,35,36,23,69,100,84,49,11,448
POA4621,51,22,23,22,37,26,33,27,5,250,276,139,124,159,240,287,319,217,45,1808
POA4625,53,44,32,37,45,44,44,30,6,344,408,312,265,255,350,387,386,246,72,2681
POA4626,45,22,57,31,28,29,25,16,7,263,320,188,315,211,255,272,226,145,52,1992
POA4627,19,17,3,8,20,13,17,17,4,120,159,84,59,90,117,134,116,67,13,848
POA4630,39,36,20,17,37,38,46,26,11,266,368,213,184,232,292,375,369,207,102,2337
POA4650,577,468,545,535,487,479,442,235,100,3870,5274,3613,3217,3502,4267,5457,5791,2895,935,34942
POA4655,965,579,481,570,686,698,789,611,256,5642,10390,5992,5600,6423,7859,9861,11563,7003,2105,66789
POA4659,75,39,40,31,58,92,90,48,21,486,594,333,288,326,583,1124,1363,611,143,5358
POA4660,128,82,71,76,129,168,170,71,13,913,983,644,611,625,1002,1527,1715,774,157,8048
POA4662,29,22,10,10,15,17,15,12,0,119,163,100,73,75,91,132,132,51,11,841
POA4670,1449,857,884,786,931,961,819,553,256,7477,14354,9078,9059,8877,10224,11723,11545,7391,2468,84718
POA4671,138,80,61,70,124,146,126,54,7,811,890,589,463,560,865,1229,1104,489,97,6285
POA4673,16,7,9,9,12,15,11,4,0,90,84,64,42,61,106,134,123,47,7,669
POA4674,42,14,9,21,47,57,32,6,0,228,188,109,81,137,267,381,299,100,15,1579
POA4676,8,0,0,3,7,11,3,0,0,34,20,14,0,18,28,51,37,12,4,177
POA4677,117,41,58,97,129,112,80,24,5,662,666,277,304,520,688,856,657,215,36,4217
POA4678,0,4,6,6,10,15,12,3,0,65,118,49,55,66,119,192,138,69,11,818
POA4680,1151,618,700,733,770,642,355,194,83,5245,12379,6590,7269,7449,7750,6977,4398,1937,595,55339
POA4694,3,4,0,6,6,4,0,0,0,19,13,16,9,8,25,27,12,5,0,112
POA4695,33,11,19,15,19,27,36,3,8,168,231,98,104,134,149,169,161,44,14,1114
POA4697,3,9,0,10,12,3,3,0,0,35,23,16,9,17,38,25,19,7,0,143
POA4699,15,9,0,9,11,8,9,9,0,59,105,53,16,59,67,55,65,27,10,451
POA4700,263,255,222,198,234,222,135,80,45,1650,3029,2480,2302,1889,2193,2175,1571,1122,557,17312
POA4701,912,594,656,609,562,448,259,159,92,4294,8846,5586,6164,5726,5179,5071,3912,2362,980,43828
POA4702,689,519,723,722,555,527,315,173,30,4251,6311,3434,3845,4030,3608,4032,2930,1337,302,29819
POA4703,443,311,321,357,408,429,226,125,63,2680,4659,2785,2605,3003,3337,3709,2941,1562,535,25129
POA4704,0,0,0,3,0,4,0,0,0,11,19,6,12,16,16,21,17,14,0,126
POA4705,11,4,9,8,15,13,5,0,0,77,70,34,55,38,78,67,42,16,3,405
POA4706,0,0,0,0,0,0,6,0,0,6,15,0,7,8,9,11,11,6,3,72
POA4707,3,0,3,4,4,13,4,3,0,38,29,27,22,20,37,57,34,21,5,254
POA4709,15,13,11,16,14,9,0,0,0,75,197,105,118,135,95,74,9,0,0,732
POA4710,101,54,52,77,76,72,66,45,35,581,933,407,483,547,571,804,796,444,146,5119
POA4711,29,18,14,19,26,29,14,0,0,162,327,236,145,210,295,297,203,70,13,1787
POA4712,0,0,0,5,10,7,0,3,0,22,61,17,32,15,44,40,27,15,9,262
POA4713,65,14,12,7,5,4,0,0,0,100,362,172,172,98,108,69,36,8,0,1019
POA4714,97,51,51,47,75,82,69,37,7,520,400,272,216,259,384,568,535,245,65,2945
POA4715,223,137,147,120,134,115,85,57,34,1058,1511,863,955,983,915,865,496,331,139,7068
POA4716,9,3,3,6,13,14,9,3,0,61,165,76,76,102,107,118,103,61,8,825
POA4717,141,139,173,157,117,84,28,4,3,855,1098,665,843,811,636,424,159,52,7,4702
POA4718,97,68,67,103,75,47,33,19,0,515,613,301,378,376,299,295,213,88,15,2582
POA4719,35,20,20,17,12,33,21,7,4,168,208,102,143,127,123,161,115,78,25,1084
POA4720,377,232,291,308,218,207,81,40,32,1789,3793,1997,2364,2362,1889,1550,710,282,81,15031
POA4721,105,72,88,94,85,81,39,20,6,601,854,438,598,548,490,506,309,163,54,3962
POA4722,41,20,47,50,28,34,24,9,8,273,336,141,226,233,195,242,131,93,43,1640
POA4723,67,35,38,42,39,44,28,12,4,298,399,156,219,206,170,218,158,53,16,1596
POA4724,3,5,8,10,3,16,6,10,3,62,85,60,70,68,84,89,53,38,12,559
POA4725,49,24,19,30,24,34,18,27,10,233,291,153,181,161,202,208,162,130,43,1540
POA4726,6,3,0,3,0,5,0,4,0,29,76,37,37,44,53,60,33,23,3,372
POA4727,9,9,9,15,13,13,4,4,0,71,58,23,27,58,45,52,30,10,0,310
POA4728,7,0,3,4,6,4,8,0,0,29,57,10,29,29,27,28,27,18,4,229
POA4730,81,66,60,62,54,79,43,11,10,470,605,375,417,403,370,463,317,147,88,3177
POA4731,0,0,0,0,4,5,3,0,0,15,31,16,28,13,25,42,46,12,0,218
POA4732,6,0,0,5,10,9,5,0,0,27,33,11,14,22,26,19,26,6,0,158
POA4733,0,4,3,0,4,10,4,0,0,29,29,17,26,21,26,30,15,4,0,158
POA4735,32,15,19,22,18,20,35,19,0,181,161,78,96,116,136,154,129,80,21,960
POA4736,4,0,5,3,3,4,0,0,0,20,24,20,11,20,16,23,12,6,0,131
POA4737,231,108,149,182,147,142,104,51,12,1134,1612,947,880,1045,1135,1190,944,440,130,8325
POA4738,24,3,7,26,16,23,33,5,0,151,205,82,97,157,152,204,200,51,8,1155
POA4739,3,5,3,3,4,8,13,7,5,48,49,23,32,27,43,75,55,30,6,340
POA4740,1750,1211,1452,1450,1441,1244,665,413,197,9822,16888,10323,11474,11530,11373,10866,7459,3996,1592,85500
POA4741,176,154,246,196,242,226,99,53,11,1399,1218,790,829,894,1102,1251,817,381,73,7346
POA4742,65,51,86,74,71,49,16,5,0,430,199,114,217,196,174,177,84,26,9,1192
POA4743,19,15,42,29,24,14,3,3,0,145,109,49,115,113,91,59,16,9,0,556
POA4744,252,282,534,369,305,204,48,15,0,2004,2305,1163,1883,1725,1303,780,214,41,13,9425
POA4745,89,113,169,113,97,72,32,3,0,687,629,378,542,446,417,327,139,27,3,2918
POA4746,39,109,212,116,113,67,15,0,0,663,391,245,468,345,299,202,34,7,0,1989
POA4750,134,86,112,116,110,102,39,12,12,720,1372,707,787,875,830,813,434,167,28,6025
POA4751,102,78,75,76,105,74,37,28,9,578,1015,560,647,526,646,648,404,176,57,4681
POA4753,90,62,75,84,94,64,28,5,0,511,1209,541,668,734,623,474,258,105,16,4627
POA4754,101,66,48,72,70,45,35,18,0,453,600,308,299,335,317,278,219,113,48,2505
POA4756,21,16,12,12,20,19,13,13,4,132,120,49,55,58,118,110,89,42,8,655
POA4757,12,3,5,12,15,14,3,0,0,61,78,28,28,38,54,66,47,17,3,362
POA4798,34,7,8,19,26,21,11,16,3,144,132,65,44,79,101,126,65,69,12,691
POA4799,15,14,11,23,29,23,11,5,0,130,135,77,63,101,146,200,177,71,8,971
POA4800,187,100,139,150,188,184,118,58,19,1149,1915,961,966,1231,1465,1511,1263,578,188,10081
POA4802,231,276,481,313,309,254,154,46,4,2079,2005,1709,2695,2000,1829,1622,1095,377,44,13393
POA4804,40,40,103,61,90,77,33,16,3,454,359,177,322,219,344,328,231,103,35,2125
POA4805,269,183,192,204,214,225,153,91,22,1565,2115,1159,1483,1353,1455,1717,1393,732,235,11646
POA4806,67,54,46,35,61,53,28,48,14,408,607,401,329,350,509,551,532,328,156,3771
POA4807,247,184,191,169,156,143,104,73,39,1293,1780,1215,1289,1159,1371,1513,1330,812,315,10785
POA4808,32,7,16,13,13,15,20,7,0,127,210,103,108,127,145,180,150,71,14,1110
POA4809,21,9,14,9,14,20,5,10,6,108,165,97,88,106,132,156,150,71,14,985
POA4810,275,327,429,373,382,329,190,112,46,2458,2886,2732,3464,2801,3139,3150,2150,1016,353,21697
POA4811,184,376,618,482,312,177,89,43,14,2281,2193,2053,2332,1991,1799,1499,1068,584,167,13688
POA4812,373,277,319,289,269,226,137,89,36,2008,3259,2585,2694,2367,2466,2433,1753,1060,498,19110
POA4814,831,1370,822,614,542,386,270,188,118,5143,8364,8696,6337,5675,5692,4908,3641,2125,747,46193
POA4815,649,386,380,336,332,232,127,66,14,2524,4768,3072,2747,2590,2759,2344,1833,1023,254,21397
POA4816,205,101,133,134,193,187,124,54,8,1146,1760,913,1017,1006,1280,1499,1264,479,74,9284
POA4817,546,392,368,382,368,256,150,59,23,2544,6364,4258,4124,4071,4107,3610,2693,1196,366,30785
POA4818,714,350,514,489,414,240,149,42,8,2928,8025,3903,5477,4904,3757,3016,2038,720,168,32004
POA4819,22,24,31,35,31,70,50,15,6,290,232,132,181,228,291,587,568,203,46,2475
POA4820,345,226,167,201,225,188,174,99,32,1652,2167,1348,1072,1169,1373,1365,1275,713,237,10732
POA4821,35,31,40,14,36,37,26,9,8,240,276,152,210,129,193,191,170,104,31,1451
POA4822,26,14,26,17,21,20,19,9,4,158,162,68,130,87,85,122,75,34,6,779
POA4823,18,39,44,43,28,33,12,3,0,219,169,157,176,140,104,130,60,26,5,961
POA4824,104,68,107,98,71,75,34,18,0,583,667,448,591,519,407,408,232,90,19,3380
POA4825,473,375,464,383,353,268,109,61,19,2510,4514,2683,3450,2743,2358,1999,950,479,118,19299
POA4828,8,3,8,6,0,7,0,0,0,37,46,25,37,27,25,44,22,0,0,236
POA4829,14,12,14,10,23,15,13,0,0,97,100,62,89,67,59,85,53,12,0,516
POA4830,32,10,25,20,15,23,12,5,0,145,494,325,299,203,169,157,78,16,0,1739
POA4849,25,17,9,17,19,36,35,21,5,172,139,76,96,86,137,281,312,171,62,1368
POA4850,194,135,110,99,161,162,140,99,44,1141,1647,1007,947,961,1339,1828,1686,1046,459,10923
POA4852,88,40,61,60,80,64,72,28,3,498,628,275,383,452,588,763,653,265,49,4055
POA4854,131,58,109,95,87,78,60,36,11,681,980,577,669,612,700,797,672,391,127,5525
POA4855,31,8,9,25,20,14,8,9,0,125,140,80,73,99,104,149,105,47,15,809
POA4856,23,20,7,19,13,6,12,3,0,109,119,83,63,88,98,111,103,49,8,718
POA4858,37,11,13,21,24,28,18,14,8,168,317,120,155,169,197,245,185,90,33,1515
POA4859,24,14,19,10,7,20,13,7,0,116,88,50,69,52,83,99,55,21,5,528
POA4860,287,144,186,135,147,158,117,78,33,1293,2139,1148,1416,1209,1336,1600,1315,781,372,11316
POA4861,35,22,22,27,25,22,13,6,3,175,261,138,141,179,182,253,223,114,42,1541
POA4865,218,113,106,126,134,108,81,38,33,960,1862,1019,1023,1124,1157,1133,812,372,130,8623
POA4868,515,333,347,356,326,277,205,92,35,2475,4686,2729,2900,3053,3152,2734,2322,1048,276,22896
POA4869,632,328,374,340,314,166,107,82,67,2401,5131,2731,3051,2889,2692,1975,1346,648,166,20619
POA4870,1403,1239,1685,1337,1256,1028,723,340,137,9139,13073,8751,10420,10427,10699,9153,6607,3325,1346,73803
POA4871,327,170,165,170,213,221,160,86,21,1526,2026,1280,1215,1184,1404,1653,1334,575,133,10798
POA4872,105,53,63,53,96,102,83,34,12,608,690,381,403,410,626,727,615,319,80,4248
POA4873,165,89,84,95,136,114,105,41,9,843,1229,603,587,775,1028,1148,888,409,107,6771
POA4874,212,134,212,151,127,113,38,10,0,996,1435,793,1042,824,745,531,176,44,11,5603
POA4875,250,91,76,85,80,76,44,11,5,706,2229,1091,1156,978,814,713,384,129,23,7526
POA4876,209,52,43,49,44,40,14,4,0,461,970,472,429,300,260,236,105,23,3,2801
POA4877,67,78,182,95,85,120,120,51,14,816,599,440,956,707,723,873,740,337,77,5462
POA4878,231,179,190,194,218,173,128,60,19,1393,2579,1794,1896,2009,2225,2041,1605,684,211,15044
POA4879,311,214,231,255,344,330,216,101,21,2019,3881,2058,2382,2921,3341,3369,2588,1126,249,21919
POA4880,318,397,684,480,365,234,158,92,38,2770,2400,1617,2150,1705,1873,1717,1491,1032,351,14331
POA4881,156,51,64,103,85,121,72,32,0,689,847,405,374,610,720,882,634,291,63,4826
POA4882,70,49,58,32,60,41,39,24,6,386,575,309,367,378,389,436,445,229,55,3177
POA4883,203,130,122,116,122,106,125,71,59,1054,1546,943,989,878,1072,1142,1253,787,340,8949
POA4884,27,11,13,13,23,26,25,18,6,161,289,140,123,189,266,314,364,163,50,1901
POA4885,81,35,37,43,49,62,74,47,29,455,733,309,252,411,543,679,651,327,107,4021
POA4886,20,13,16,24,24,26,19,7,3,155,164,62,69,108,125,194,158,64,17,965
POA4887,65,55,21,27,44,45,35,19,4,316,387,242,139,190,233,398,342,160,48,2127
POA4888,56,46,31,30,63,72,47,26,6,373,414,259,212,214,389,532,463,217,46,2752
POA4890,44,26,30,18,23,8,14,10,0,176,384,200,216,166,167,165,94,43,3,1437
POA4891,6,8,8,7,10,10,3,10,0,64,41,28,41,46,78,125,84,44,6,487
POA4892,347,111,163,94,108,92,47,24,3,988,1245,911,880,662,735,528,261,88,12,5329
POA4895,181,74,80,78,109,108,82,29,4,746,982,476,545,536,624,675,523,212,27,4594
POA5000,71,360,508,297,211,148,150,60,22,1831,943,4566,4966,2409,1652,1551,1381,601,141,18202
POA5006,31,165,70,53,46,52,56,42,57,574,506,1392,1124,750,632,732,863,544,287,6823
POA5007,75,77,112,79,86,71,50,27,6,587,905,1056,2004,1161,933,899,638,343,259,8200
POA5008,145,121,156,153,120,108,68,36,16,916,2263,1714,2665,2037,1774,1730,1217,655,331,14384
POA5009,37,44,50,47,44,38,25,20,4,312,847,696,882,744,754,653,459,306,126,5471
POA5010,77,46,50,54,58,45,36,24,9,391,1012,772,946,803,845,703,541,304,193,6109
POA5011,118,104,158,117,103,120,52,39,23,839,2335,1693,2627,2089,1741,1615,1080,519,284,13986
POA5012,142,106,133,125,117,70,48,32,15,788,2123,1738,1972,1743,1469,1231,862,419,195,11757
POA5013,133,101,116,103,111,110,59,31,12,772,1688,1307,1607,1382,1441,1474,999,478,279,10654
POA5014,139,99,96,97,117,97,46,36,14,734,1871,1381,1932,1676,1614,1742,1268,676,378,12539
POA5015,59,50,58,66,57,53,38,21,8,409,820,625,882,875,859,953,660,241,90,6006
POA5016,103,68,65,74,70,82,52,24,15,551,1479,980,1177,1157,1224,1393,978,539,373,9306
POA5017,92,55,58,60,54,39,28,24,3,412,914,564,691,724,685,675,539,325,84,5200
POA5018,42,36,25,28,52,62,46,17,3,306,723,536,507,620,692,1048,978,377,116,5600
POA5019,108,84,82,94,124,133,82,34,15,752,1298,850,1044,1144,1372,1578,1232,575,297,9385
POA5020,29,13,16,16,19,26,27,9,10,161,526,277,299,408,382,456,561,244,81,3236
POA5021,38,32,26,33,28,47,55,41,18,323,756,586,662,646,729,947,1195,833,409,6768
POA5022,120,98,114,105,146,142,110,49,32,916,2465,1786,1600,1900,2443,2444,2078,1108,519,16343
POA5023,215,154,192,154,155,144,98,65,24,1204,2720,2008,3064,2316,2194,2092,1613,1216,663,17880
POA5024,123,95,86,101,138,127,72,66,33,828,2328,1680,1515,1779,2037,1934,1551,1259,595,14670
POA5025,94,88,68,76,79,63,44,34,12,563,1535,1090,1273,1227,1216,1139,873,759,240,9358
POA5031,72,77,105,93,74,67,37,21,17,556,1311,1305,2107,1404,1322,1203,756,441,260,10108
POA5032,92,76,102,103,101,99,61,44,29,713,2060,1509,2028,1942,1658,1652,1262,867,460,13452
POA5033,81,57,84,67,73,55,25,33,12,486,1192,1117,1792,1322,1041,908,666,460,367,8870
POA5034,77,57,59,68,63,69,59,33,15,499,1582,1217,1382,1350,1328,1296,1137,571,279,10148
POA5035,39,30,37,50,30,24,34,13,14,274,967,759,1186,955,740,682,566,315,193,6364
POA5037,92,80,116,83,54,72,40,56,25,620,1655,1562,2233,1584,1277,1180,946,700,566,11702
POA5038,102,140,171,117,97,105,62,45,30,869,2557,2151,3657,2538,1953,1822,1447,820,453,17401
POA5039,71,59,79,72,73,65,22,25,16,481,1622,1053,1495,1433,1094,1069,792,409,241,9202
POA5040,29,24,17,15,20,17,12,19,8,159,397,374,199,262,282,356,312,253,77,2508
POA5041,121,64,77,66,107,77,47,48,30,630,2414,1675,1455,1727,2009,1702,1321,746,496,13540
POA5042,108,121,155,103,103,75,77,53,33,824,1657,1778,2280,1656,1203,1112,970,784,394,11832
POA5043,161,170,179,165,152,134,93,59,50,1179,2868,2596,3651,2824,2126,2121,1951,1404,776,20327
POA5044,71,51,51,47,74,83,54,42,38,519,1706,1380,1115,1273,1527,1531,1472,937,637,11578
POA5045,88,86,102,123,120,117,124,87,34,867,1936,1523,2107,2055,1950,2316,2334,1273,578,16071
POA5046,74,61,65,57,63,61,49,24,22,478,1431,1095,1506,1344,1122,1066,1111,627,454,9756
POA5047,108,68,78,73,62,56,52,27,17,549,1435,1130,1503,1265,1020,943,929,553,204,8981
POA5048,118,84,89,101,120,146,150,79,28,911,2294,1627,1537,1859,1949,2164,2142,1260,682,15510
POA5049,110,83,61,69,81,90,70,44,10,617,1753,1131,999,1322,1422,1461,1364,699,233,10380
POA5050,50,32,25,32,40,39,26,22,18,272,943,647,546,676,795,678,690,498,258,5734
POA5051,136,84,52,82,111,82,70,51,22,701,2944,1725,1345,2078,2240,1931,1675,949,241,15130
POA5052,49,44,21,38,44,47,41,51,45,384,1173,779,493,860,982,798,816,616,243,6756
