POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3880,28,12,15,14,23,44,57,45,15,255,391,226,239,240,398,722,1100,698,218,4235
POA3882,18,12,11,7,9,11,17,6,9,98,236,130,135,120,156,212,209,103,24,1322
POA3885,29,7,20,28,25,16,22,11,5,176,314,153,202,196,257,340,261,113,36,1876
POA3886,6,8,4,0,9,4,9,3,0,45,74,49,28,38,60,59,77,29,7,415
POA3887,5,0,4,9,3,12,4,7,0,50,25,21,20,34,39,57,55,21,0,268
POA3888,64,27,43,33,58,85,80,49,9,443,505,251,311,298,397,664,605,349,119,3502
POA3889,0,0,0,5,0,7,14,3,0,28,16,10,3,7,20,38,46,23,5,171
POA3890,6,7,5,4,7,4,10,0,0,46,50,25,15,37,51,81,51,26,3,335
POA3891,9,0,0,9,3,5,5,4,0,24,19,0,4,14,12,30,23,12,0,121
POA3892,3,5,9,7,17,29,28,11,3,112,142,59,71,105,125,240,264,130,47,1183
POA3893,4,0,0,3,0,0,0,0,0,5,4,0,0,5,0,6,6,0,0,25
POA3895,4,0,0,0,4,0,8,0,0,20,23,13,19,13,36,39,31,18,4,198
POA3896,5,9,3,0,10,0,6,4,0,34,58,22,30,27,60,63,58,33,0,351
POA3898,11,12,8,13,19,29,23,11,3,127,70,63,65,76,117,133,115,51,19,705
POA3900,4,4,5,3,7,3,12,5,0,41,17,5,14,16,21,37,42,18,7,173
POA3902,14,6,5,11,3,5,10,6,0,65,48,41,30,34,53,62,89,54,3,423
POA3903,16,7,8,12,10,7,16,7,3,79,151,46,80,98,92,123,181,72,19,861
POA3904,21,15,9,14,20,21,28,20,9,148,230,98,98,155,201,392,489,205,31,1899
POA3909,195,115,102,110,130,152,161,101,47,1110,1252,737,674,787,973,1341,1709,948,291,8713
POA3910,326,206,159,225,246,157,138,77,31,1570,4697,2749,3076,3318,3205,2973,2136,1079,357,23588
POA3911,38,38,20,32,33,43,32,12,7,257,573,454,447,420,501,509,370,186,53,3514
POA3912,247,126,161,125,141,155,97,53,24,1131,2892,1816,2025,1901,2004,2151,1637,859,359,15633
POA3913,35,34,28,24,38,31,14,7,4,215,579,452,423,356,496,517,374,187,64,3449
POA3915,224,114,128,150,134,124,108,67,28,1081,1951,1096,1372,1241,1231,1281,1328,913,309,10723
POA3916,0,4,7,3,6,12,19,4,3,63,119,65,65,63,124,202,218,120,52,1036
POA3918,60,42,41,35,53,39,42,13,3,329,733,444,425,456,596,632,604,334,59,4276
POA3919,59,39,35,40,47,41,17,7,0,292,652,369,465,418,454,446,347,162,30,3343
POA3920,9,14,6,9,5,0,0,0,0,42,109,639,217,98,41,16,0,0,0,1124
POA3921,0,0,0,6,3,0,3,6,0,13,16,13,5,24,22,21,30,13,4,139
POA3922,124,53,55,91,104,157,156,87,46,874,1518,696,837,1025,1162,1728,1857,947,339,10118
POA3923,17,5,4,11,5,21,32,4,0,105,85,58,38,66,88,191,232,79,16,836
POA3925,90,57,64,68,75,97,75,40,24,583,754,386,418,555,595,774,681,288,95,4550
POA3926,48,29,25,28,37,39,41,21,11,275,604,298,209,388,462,527,525,319,100,3421
POA3927,21,16,9,21,19,25,36,19,3,178,287,172,102,183,217,327,355,175,36,1857
POA3928,5,6,0,0,9,17,9,4,4,54,46,44,22,33,72,90,97,39,10,453
POA3929,9,11,7,9,15,33,33,25,8,156,105,80,34,72,107,240,283,182,32,1130
POA3930,254,151,53,134,181,140,122,85,35,1150,3848,2201,913,2140,2989,2471,2194,1446,531,18734
POA3931,243,163,149,159,234,201,253,265,236,1890,3861,2480,2101,2702,3409,3148,3704,3001,1341,25759
POA3933,8,13,8,12,12,10,7,0,3,65,140,143,77,93,158,161,135,63,25,1004
POA3934,284,176,79,146,220,157,143,101,54,1352,3814,2269,1144,2246,3132,2514,2445,1657,618,19846
POA3936,174,100,94,113,172,161,173,118,42,1152,1798,1237,1134,1324,1809,1958,2215,1442,451,13366
POA3937,18,19,11,7,19,33,31,14,5,152,266,167,100,138,254,332,305,118,33,1717
POA3938,25,26,12,19,35,35,57,39,15,258,400,286,244,296,400,541,676,378,90,3311
POA3939,258,171,160,149,201,195,185,144,60,1526,2346,1454,1555,1631,1952,2269,2424,1626,636,15900
POA3940,72,36,33,43,55,35,64,92,65,490,657,362,469,436,504,545,797,817,665,5246
POA3941,243,121,146,164,185,201,205,98,50,1412,2144,1093,1256,1448,1897,2091,2120,1142,395,13591
POA3942,40,32,17,33,34,54,58,44,18,320,325,201,159,221,321,480,642,352,83,2786
POA3943,26,11,14,17,27,41,64,27,7,229,172,105,89,119,194,335,590,329,68,2013
POA3944,0,0,7,0,9,18,18,25,6,73,28,19,24,24,63,157,235,191,38,787
POA3945,13,3,3,6,21,29,15,0,0,88,197,55,109,110,158,208,172,72,8,1092
POA3946,3,7,4,0,8,10,3,0,3,36,40,19,37,26,37,71,45,13,9,303
POA3950,65,42,32,34,44,62,45,39,13,387,879,510,534,501,655,735,708,407,197,5133
POA3951,6,6,10,5,16,6,17,8,0,78,169,120,70,81,172,171,179,48,9,1020
POA3953,161,64,57,85,78,82,82,54,29,698,1517,815,720,910,978,1120,1185,707,249,8194
POA3954,0,0,5,0,6,0,5,0,0,16,48,46,17,29,60,85,50,24,7,366
POA3956,45,23,20,33,21,50,47,24,17,275,477,227,243,322,381,552,547,227,60,3037
POA3957,4,0,0,0,0,3,0,0,0,14,67,30,32,34,38,42,39,22,4,310
POA3958,7,7,7,4,8,5,0,3,0,41,51,34,16,30,42,43,39,19,4,284
POA3959,18,20,3,10,21,26,22,11,3,127,178,111,64,111,163,215,246,110,16,1223
POA3960,47,31,33,28,34,37,51,31,20,313,325,214,167,212,320,464,557,315,136,2715
POA3962,25,13,7,13,12,9,11,19,3,110,140,70,73,90,107,161,196,89,26,954
POA3964,4,0,0,0,0,5,0,0,0,9,29,13,15,17,15,47,23,8,3,174
POA3965,3,0,7,3,3,13,11,3,0,42,18,7,12,15,20,45,60,29,8,220
POA3966,15,0,10,3,13,5,8,4,0,60,90,48,42,57,81,74,104,37,9,544
POA3967,0,0,0,0,4,6,5,0,0,14,9,7,11,4,15,20,25,6,5,108
POA3971,63,45,37,51,45,63,67,35,15,424,581,347,349,367,518,725,764,393,143,4195
POA3975,277,133,147,186,133,75,45,13,12,1021,4587,2301,2540,3453,2419,1453,825,303,163,18048
POA3976,555,345,411,333,281,218,129,55,15,2339,5600,3739,4243,3655,3134,3051,1741,742,190,26082
POA3977,2182,1129,1349,1279,1004,736,422,264,97,8459,28735,14578,18254,19890,13913,10409,6854,3373,1144,117143
POA3978,753,313,527,446,222,120,76,28,10,2492,12275,4562,9392,8728,3895,2222,1431,600,100,43202
POA3979,12,3,5,7,9,9,10,0,0,53,70,29,30,50,52,55,58,16,0,365
POA3980,72,28,31,50,42,52,39,11,0,330,713,409,421,455,496,493,401,141,43,3571
POA3981,113,38,62,63,71,37,37,35,24,482,1162,649,792,653,679,615,465,279,126,5437
POA3984,139,61,74,101,85,86,86,52,19,704,1243,658,935,800,928,1126,1067,488,122,7374
POA3987,25,21,13,32,20,28,18,3,0,152,330,182,170,218,268,248,146,71,10,1644
POA3988,18,8,13,13,8,16,7,0,0,78,200,111,136,131,126,176,136,65,10,1094
POA3990,0,0,0,0,0,0,3,0,0,14,12,7,9,8,19,32,19,12,0,118
POA3991,9,7,4,7,8,7,10,3,0,52,62,43,34,45,58,67,75,23,0,405
POA3992,26,13,15,18,17,13,17,6,0,131,228,115,144,169,167,198,188,48,16,1281
POA3995,150,86,93,96,97,134,159,97,44,969,1686,1084,1131,1150,1359,1750,1927,1096,423,11596
POA3996,75,41,19,38,42,62,66,60,31,436,1037,493,457,663,696,1019,1302,737,247,6649
POA4000,93,322,632,347,202,194,125,36,7,1961,1200,4165,6378,3228,2047,1718,1091,421,98,20341
POA4005,99,126,353,241,188,177,135,93,65,1482,1603,1581,4346,3013,2323,2155,1620,773,291,17714
POA4006,123,357,863,419,218,144,94,67,32,2319,1300,3983,9435,4227,2245,1507,915,555,245,24411
POA4007,140,162,234,206,201,169,99,44,22,1277,1873,1925,2775,2219,2189,1981,1409,774,307,15451
POA4008,4,18,44,34,14,6,13,0,0,138,26,36,80,70,45,55,42,16,4,373
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
POA4010,8,37,79,27,36,19,25,28,16,273,312,465,1060,510,368,266,201,172,91,3446
POA4011,135,107,142,135,139,107,65,42,25,886,2674,2007,2432,2419,2270,1842,1236,678,249,15813
POA4012,185,186,304,243,182,147,80,49,23,1396,3823,2799,4611,3964,3191,2327,1581,740,400,23440
POA4013,52,51,60,48,43,38,21,4,0,317,826,605,975,849,617,503,314,150,36,4876
POA4014,151,75,123,125,125,72,48,31,60,815,2625,1322,2079,2301,1763,1312,937,521,328,13190
POA4017,434,232,257,321,366,265,168,137,63,2242,7214,4190,4062,5331,5687,4767,3711,2006,781,37756
POA4018,159,85,117,124,81,68,92,85,128,936,2653,1341,2238,2351,1481,1323,1219,1014,485,14097
POA4019,279,161,162,230,275,222,184,93,34,1648,3119,1917,1944,2550,3118,3138,2843,1471,483,20576
POA4020,277,199,168,205,267,262,210,131,41,1760,3563,2433,1881,2819,3729,3994,4070,2285,834,25603
POA4021,165,107,93,106,105,101,78,62,38,863,1722,1123,981,1199,1283,1158,1183,745,354,9745
POA4022,132,60,60,67,60,38,42,60,68,594,1401,908,805,775,874,776,813,790,394,7538
POA4025,4,18,29,12,20,8,11,0,0,106,7,60,66,23,59,40,43,11,0,309
POA4030,161,213,323,181,146,103,52,36,21,1237,2668,2810,4443,2851,2400,1638,991,518,276,18592
POA4031,139,118,153,140,100,81,53,13,13,817,2585,1870,2566,2365,2093,1405,834,380,209,14292
POA4032,189,171,258,188,126,120,88,111,183,1436,2592,2391,3604,2587,1947,1690,1405,1333,850,18389
POA4034,562,386,448,421,381,301,237,206,206,3152,8211,5436,6654,6670,5758,5025,4256,3079,1666,46741
POA4035,273,187,160,172,187,172,134,61,41,1384,5372,3592,2725,3716,4010,3546,2501,1346,511,27323
POA4036,114,54,81,50,60,43,26,7,0,441,1460,761,1101,1059,898,729,583,295,103,7000
POA4037,63,63,41,41,60,50,24,7,5,350,1726,1113,716,1060,1456,950,565,197,40,7822
POA4051,270,411,361,248,252,148,92,37,22,1845,5344,4724,5074,4490,4305,2764,1715,844,316,29574
POA4053,579,384,449,407,408,270,177,92,47,2810,9106,5819,7560,7432,6316,4728,3607,2124,925,47604
POA4054,139,110,91,109,96,66,49,36,22,721,2732,1613,1891,2078,1947,1358,1245,791,331,13986
POA4055,221,130,96,177,148,87,73,35,26,997,4939,2640,2307,3497,3519,2274,1915,957,319,22364
POA4059,95,170,167,105,109,59,37,11,8,771,1908,3191,3009,1984,1668,980,604,288,111,13740
POA4060,103,96,61,82,127,87,43,31,16,645,2792,2081,1332,1830,2267,1545,966,458,187,13450
POA4061,155,108,57,96,136,124,50,34,16,771,3673,2187,1241,2376,2837,2008,1614,1052,332,17318
POA4064,78,120,186,104,97,74,41,29,18,737,1743,2001,2780,1803,1607,1160,714,295,94,12191
POA4065,103,85,52,85,107,54,42,18,30,577,2253,1361,978,1528,1695,1095,724,341,184,10171
POA4066,112,207,257,129,96,100,69,49,21,1037,2266,4054,4213,2534,1981,1515,1210,653,177,18609
POA4067,71,267,163,80,52,52,40,34,10,775,1314,4661,2029,1296,882,730,740,462,119,12220
POA4068,169,218,203,170,148,116,94,50,39,1197,4312,4722,4034,3847,3138,2210,1860,1097,466,25676
POA4069,327,188,104,193,259,202,144,126,129,1681,7364,4504,2308,4781,5709,4213,3440,2203,1015,35527
POA4070,117,74,46,74,108,70,36,19,5,553,2652,1504,979,1729,1937,1454,1034,616,149,12045
POA4073,75,37,43,38,63,53,62,39,27,434,1730,1046,815,1277,1435,1198,902,564,328,9293
POA4074,229,139,118,197,160,165,111,34,16,1160,4692,2770,2658,3576,3181,2991,2615,1207,389,24071
POA4075,278,175,174,204,181,153,106,91,60,1430,5060,3183,3406,3871,3661,2580,2002,1211,532,25506
POA4076,79,484,1268,1063,532,205,88,33,11,3764,879,1077,2041,1771,1134,721,464,199,62,8353
POA4077,928,481,566,425,332,308,159,119,67,3377,8155,5068,5966,4727,3972,3556,2338,1397,629,35805
POA4078,397,233,210,222,215,170,97,38,15,1601,5460,3638,3425,3619,3812,3007,1994,1006,294,26263
POA4101,305,681,896,508,400,260,178,111,74,3422,3753,6788,9083,5417,4256,2919,1858,849,311,35246
POA4102,83,201,259,119,84,63,58,35,18,923,955,2585,3283,1382,971,730,455,303,161,10823
POA4103,115,160,200,123,117,95,56,30,16,916,1942,2474,3658,2410,1783,1355,850,366,145,14995
POA4104,51,65,77,64,76,73,36,25,23,482,956,1032,1072,987,900,801,597,463,245,7062
POA4105,131,83,141,164,113,100,52,27,10,831,2380,1685,2537,2225,1872,1487,1009,536,202,13929
POA4106,22,19,37,24,18,14,5,0,9,145,263,224,361,284,174,148,105,50,69,1672
POA4107,63,40,62,51,53,30,17,15,9,333,1369,784,1178,1150,845,649,372,268,181,6790
POA4108,73,64,104,63,51,24,32,26,5,451,919,828,1450,954,666,555,436,287,93,6188
POA4109,366,367,482,336,253,207,187,117,57,2366,6090,5043,6637,5519,4058,3835,3572,2154,791,37703
POA4110,302,151,230,203,139,91,61,34,13,1211,3911,1882,3286,2767,1790,1324,884,451,159,16461
POA4111,6,48,12,5,7,11,9,0,0,96,109,385,138,118,106,108,74,40,13,1085
POA4112,127,58,58,74,58,38,19,17,5,465,2065,1242,1170,1284,1112,895,606,293,67,8737
POA4113,300,222,323,283,188,153,118,52,27,1664,5318,3742,5348,4676,3334,3068,2444,1136,453,29524
POA4114,1036,616,662,545,476,310,234,146,95,4134,6823,4462,4429,3720,3472,2836,2369,1220,375,29702
POA4115,226,172,139,145,158,99,70,36,19,1058,4361,2418,2590,3326,2551,2169,1662,762,319,20169
POA4116,348,201,222,268,159,133,91,73,68,1573,6138,3338,4067,4833,3248,2715,2019,819,277,27459
POA4117,82,39,43,60,23,6,11,4,0,258,933,418,425,570,261,184,119,41,3,2954
POA4118,657,361,378,367,298,239,139,106,55,2591,6961,4228,4479,4413,4034,3858,2338,915,275,31493
POA4119,116,64,76,60,53,35,24,4,0,430,1560,885,1053,1132,869,626,458,192,37,6809
POA4120,72,86,167,85,77,71,59,30,22,669,1288,1491,2697,1706,1175,977,638,299,119,10387
POA4121,320,187,187,213,196,166,108,66,81,1527,5532,3216,3326,4226,3832,2613,1747,1014,565,26062
POA4122,459,449,432,411,382,292,171,161,131,2895,8779,6781,6720,7157,6315,4520,3326,2435,1119,47147
POA4123,252,149,161,187,133,97,94,53,17,1150,5181,2555,3296,4054,2755,2118,1785,913,207,22857
POA4124,445,268,234,242,256,180,100,63,38,1816,5355,3085,3069,3372,3230,2550,1766,746,274,23445
POA4125,248,187,248,107,124,114,64,59,15,1163,2633,1874,2344,1431,1380,1283,1083,696,162,12893
POA4127,488,295,290,304,278,214,174,66,37,2145,5413,3343,3588,3912,3420,2927,2793,1333,473,27206
POA4128,221,155,124,162,162,122,97,31,7,1082,3391,2042,2081,2567,2394,2109,1625,604,130,16936
POA4129,130,69,82,79,60,36,20,8,3,490,1561,839,1069,968,863,696,508,224,40,6764
POA4130,97,72,72,61,80,67,57,26,7,547,1759,1128,949,1201,1358,1183,1038,389,142,9140
POA4131,383,265,242,225,176,102,85,36,14,1531,2570,1822,1943,1635,1368,1162,851,353,84,11781
POA4132,991,514,485,478,312,220,114,39,24,3178,7458,4268,4039,3659,2974,2440,1533,567,136,27070
POA4133,625,361,420,318,242,199,142,93,48,2443,5215,3093,3822,2881,2332,2078,1657,1029,361,22472
POA4151,144,132,211,154,166,105,81,49,52,1098,2685,2510,3661,2882,2399,1743,1146,700,411,18132
POA4152,429,333,332,357,326,274,169,113,123,2453,8872,5858,6330,7192,6617,5394,3998,2309,1007,47570
POA4153,49,36,25,30,52,34,19,3,3,252,887,576,451,636,685,600,430,179,58,4498
POA4154,131,66,44,96,86,66,25,19,6,536,2971,1421,925,2018,1914,1103,732,298,70,11449
POA4155,16,13,12,14,11,17,12,3,3,88,271,222,79,154,243,198,184,85,23,1475
POA4156,30,30,12,20,21,24,20,7,0,161,697,532,232,442,611,444,293,115,26,3388
POA4157,260,162,179,150,184,148,127,45,17,1273,3578,2278,2501,2650,2546,2656,2201,1037,330,19771
POA4158,59,37,41,36,31,39,26,5,0,267,747,359,482,537,492,516,484,200,54,3877
POA4159,150,96,94,86,114,116,75,63,26,817,2656,1699,1502,1835,2020,1867,1769,1041,429,14816
POA4160,152,137,84,107,157,131,115,70,60,1018,3356,2429,1476,2280,2909,2794,2154,1218,432,19044
POA4161,259,154,141,148,144,126,77,32,35,1108,3211,1944,2143,2280,2147,2104,1693,695,255,16472
POA4163,139,120,95,76,151,149,122,82,40,958,2098,1665,1170,1530,2133,2461,2476,1628,699,15850
POA4164,286,166,110,141,137,130,87,40,16,1114,4136,2671,2321,2625,2658,2165,1564,809,324,19263
POA4165,501,327,236,298,345,303,193,121,66,2389,7594,4603,3981,5024,5503,4986,4111,2636,1054,39491
POA4169,107,198,357,245,162,141,97,53,0,1366,1283,2363,4185,2484,1887,1635,1201,616,232,15882
POA4170,317,261,382,273,221,185,104,62,49,1851,5145,3664,5379,4914,3825,2505,1538,676,381,28030
POA4171,136,114,154,141,165,126,60,35,12,954,3195,1976,2228,2784,2733,2108,1166,514,183,16886
POA4172,41,46,65,56,52,18,27,7,0,313,902,602,960,857,728,455,308,106,35,4946
POA4173,105,38,78,96,63,59,37,23,0,504,1572,867,1330,1315,1033,1032,769,428,119,8463
POA4174,28,28,22,32,29,24,8,7,0,185,549,319,475,482,419,295,202,67,26,2843
POA4178,364,201,196,246,271,198,166,130,138,1905,4955,2966,3103,3679,3955,3363,2620,1500,750,26887
POA4179,236,141,127,132,183,132,94,73,31,1155,3987,2194,1864,2857,3218,2571,1864,1178,482,20222
POA4183,46,29,25,24,45,36,33,17,7,262,316,173,161,212,285,371,409,184,38,2156
POA4184,123,76,66,80,132,170,152,84,30,907,694,471,361,580,1091,1935,2189,995,171,8481
POA4205,120,61,87,70,57,55,83,107,121,764,960,644,748,608,621,657,856,811,431,6333
POA4207,1826,973,1073,974,801,548,361,226,60,6840,15395,8654,10644,8844,8125,7037,5763,3164,837,68477
POA4208,492,257,242,305,246,152,78,32,12,1816,6071,3092,3196,3910,3220,2335,1634,714,179,24342
POA4209,1970,1031,1249,1040,757,419,232,93,18,6805,19235,10282,13354,11415,8724,5486,3823,1598,372,74284
POA4210,389,203,207,235,241,170,94,29,6,1578,5162,2821,2690,3531,3436,2495,1612,727,140,22605
POA4211,1016,578,648,699,672,470,363,212,100,4770,12077,7265,7814,8870,8741,7458,5894,3381,1011,62508
POA4212,403,309,265,337,435,301,278,158,62,2549,5337,3914,3238,4044,5015,4609,4118,2385,810,33470
POA4213,526,329,247,387,353,296,196,110,58,2513,6575,3753,2904,4357,4789,3942,2850,1481,498,31153
POA4214,522,513,418,402,437,360,236,272,241,3408,6631,5293,4713,5048,5344,4774,3749,2392,924,38871
POA4215,637,830,947,711,710,626,507,358,176,5502,6531,7904,9675,6766,6719,6378,5802,3913,1738,55425
POA4216,484,360,394,364,507,508,469,308,111,3508,4925,3759,3901,4175,5347,5841,6244,4148,1367,39714
POA4217,517,636,1135,745,743,766,652,364,137,5691,4994,4944,7435,5731,5983,6135,5804,3335,849,45197
POA4218,424,376,650,465,450,497,367,223,69,3518,4740,3917,6016,4752,4700,4517,3799,2148,784,35371
POA4220,407,307,530,423,387,327,267,191,138,2980,5197,3325,4864,4618,4387,3719,3492,2112,865,32574
POA4221,419,260,339,355,312,274,207,139,61,2373,4991,3193,3821,4064,3866,3472,3050,1735,698,28889
POA4223,223,117,137,172,171,173,93,60,26,1174,2841,1585,1512,2017,2145,2036,1681,940,397,15156
POA4224,119,74,108,96,91,91,52,40,5,667,1265,705,1118,1010,925,883,703,375,204,7175
POA4225,45,71,192,98,104,117,125,61,43,863,715,727,1465,902,945,1369,1325,613,322,8374
POA4226,438,358,339,316,334,275,255,217,233,2781,6188,4860,4655,5019,4742,4236,3897,2533,1131,37266
POA4227,415,280,266,264,249,146,105,56,16,1795,4739,3323,3301,3611,3502,2212,1833,1026,361,23904
POA4228,107,61,54,55,95,61,38,24,10,505,1151,612,447,730,827,808,602,261,141,5585
POA4270,92,47,41,57,63,48,26,12,4,391,879,509,413,600,741,630,415,170,32,4388
POA4272,124,74,50,87,115,97,78,50,16,685,1324,706,536,876,1195,1288,1278,720,197,8105
POA4275,81,51,53,62,75,45,29,10,0,403,731,407,400,564,635,557,392,167,32,3895
POA4280,553,316,228,285,305,210,99,51,10,2059,4976,2862,2669,2970,3070,2352,1552,663,143,21258
POA4285,462,264,212,249,287,219,176,115,80,2065,4404,2483,2202,2675,3140,2826,2407,1205,415,21763
POA4287,19,13,59,86,50,36,11,8,7,288,136,51,105,142,137,163,128,56,19,938
POA4300,1468,732,824,799,629,391,193,105,22,5141,17633,8989,10791,11714,8516,5738,3484,1506,299,68675
POA4301,1019,515,604,451,302,209,134,47,18,3302,10221,5509,6502,5046,3642,2913,1819,687,190,36527
POA4303,175,86,93,84,75,58,28,28,7,637,838,526,635,468,535,468,337,265,104,4173
POA4304,409,216,248,225,207,159,114,53,18,1645,3506,2163,2637,2290,2278,2103,1616,899,335,17815
POA4305,1307,791,725,719,608,525,340,293,202,5503,13162,8305,8877,8173,7941,7430,5611,3480,1386,64356
POA4306,656,682,831,667,518,344,195,86,19,3995,9772,5819,6491,6271,5946,4922,3242,1299,241,43997
POA4307,29,15,13,17,19,22,11,11,3,131,279,188,171,193,231,233,184,87,15,1575
POA4309,58,34,27,37,43,46,30,33,7,312,627,320,326,401,443,546,396,247,67,3366
POA4310,86,53,58,50,63,75,67,44,37,526,896,571,556,567,737,974,947,525,233,6017
POA4311,204,125,88,114,154,102,99,66,20,988,2028,1160,1079,1154,1470,1545,1280,585,119,10412
POA4312,25,13,14,19,35,42,45,24,0,213,289,198,147,211,356,528,549,273,49,2590
POA4313,20,15,3,11,13,21,21,24,4,144,367,198,177,213,265,375,393,266,60,2316
POA4314,61,29,35,27,56,54,75,44,3,384,448,217,217,231,409,597,749,336,44,3255
POA4340,150,100,91,72,115,99,93,55,56,818,1091,745,625,643,831,844,734,363,118,6007
POA4341,315,189,157,169,195,166,95,69,29,1385,3242,1790,1689,1960,2125,2151,1791,938,264,15952
POA4342,68,50,47,40,34,37,18,14,6,319,474,414,264,282,379,416,282,145,42,2702
POA4343,202,266,292,216,181,117,91,55,20,1431,2027,1817,2074,1461,1378,1339,1140,678,253,12173
POA4344,52,49,40,34,46,47,39,21,5,333,532,304,327,286,385,417,290,151,29,2709
POA4346,29,14,13,14,10,9,11,5,4,110,217,105,103,149,135,133,126,45,13,1013
POA4347,19,18,13,14,13,15,5,9,0,108,230,166,174,156,161,201,154,77,25,1344
POA4350,1683,1310,1200,1043,1006,951,778,555,302,8827,21837,15456,15863,13656,13213,12714,11584,7612,3283,115218
POA4352,471,261,221,318,336,308,203,101,29,2242,6903,3536,3075,4078,4308,4115,3166,1517,333,31026
POA4353,8,3,6,5,3,7,5,3,0,31,67,44,28,36,45,60,38,19,3,348
POA4354,15,17,13,11,19,19,19,13,0,116,249,137,139,125,147,219,169,92,18,1283
POA4355,48,23,30,30,43,56,50,72,77,425,402,213,218,233,319,439,472,371,139,2812
POA4356,120,80,66,50,76,79,76,41,14,601,1095,605,508,557,635,648,582,369,226,5218
POA4357,44,23,34,35,41,49,28,10,4,274,405,230,281,269,346,398,327,200,68,2531
POA4358,53,34,54,32,36,36,25,5,0,278,700,372,483,324,359,317,266,125,24,2967
POA4359,19,23,18,10,28,18,16,15,0,146,277,142,166,146,193,210,157,86,10,1388
POA4360,13,9,10,12,15,11,15,11,0,91,115,63,53,61,100,86,81,44,13,609
POA4361,49,24,15,25,34,21,19,24,9,227,471,246,228,252,342,379,397,254,86,2654
POA4362,50,18,23,30,46,33,55,13,5,270,465,232,205,251,345,373,429,234,84,2613
POA4363,22,15,16,11,0,7,11,0,0,81,134,80,55,61,75,113,69,37,0,626
POA4364,0,3,0,3,4,8,4,0,0,20,33,25,18,14,29,36,8,3,0,182
POA4365,16,5,7,5,10,18,8,9,0,86,73,61,46,58,75,122,104,46,3,596
POA4370,384,195,173,175,242,245,206,155,80,1870,3485,2137,2038,1808,2320,2679,2610,1588,527,19195
POA4371,12,11,0,3,10,12,10,3,0,58,117,57,36,70,94,136,121,47,13,695
POA4372,5,0,0,0,0,3,0,3,0,10,23,9,6,14,16,45,21,11,7,148
POA4373,9,9,15,8,10,17,23,7,5,101,119,100,57,69,126,164,197,109,47,983
POA4374,0,6,4,0,8,0,8,0,0,32,58,33,30,38,61,73,74,29,3,402
POA4375,3,4,7,3,3,0,3,0,0,29,48,17,27,26,27,32,35,20,0,229
POA4376,4,3,6,5,0,12,15,0,3,45,46,36,35,34,36,63,60,23,12,351
POA4377,7,3,7,8,9,18,18,16,0,77,114,44,44,54,83,116,103,54,11,625
POA4378,15,5,4,9,8,5,6,8,0,57,99,44,79,59,76,67,82,46,14,571
POA4380,149,91,76,91,93,122,119,63,25,822,1292,736,703,810,980,1223,1341,740,260,8093
POA4381,20,10,11,17,19,9,17,7,0,107,130,64,53,87,80,122,113,44,7,692
POA4382,0,0,0,4,10,3,5,5,0,27,57,45,33,37,79,79,96,34,4,462
POA4383,5,5,5,13,4,10,10,0,4,60,78,45,43,56,69,131,135,40,14,607
POA4384,0,4,0,0,0,0,0,5,0,4,10,0,3,9,6,4,9,4,0,49
POA4385,21,15,7,15,16,17,16,13,0,131,195,92,93,108,150,173,177,119,51,1166
POA4387,28,16,13,16,24,19,21,14,5,163,235,111,125,114,195,236,173,123,30,1338
POA4388,8,3,0,4,6,3,3,5,0,39,63,38,21,39,49,39,55,35,4,348
POA4390,171,96,124,97,90,95,68,37,10,784,1488,771,845,852,769,828,640,377,147,6719
POA4400,51,20,20,17,40,17,17,4,0,187,529,234,291,271,306,244,171,96,22,2159
POA4401,149,85,72,78,79,53,36,24,11,581,1167,749,625,652,791,726,597,369,145,5823
POA4402,3,7,3,0,11,8,9,4,0,51,30,25,16,21,38,65,60,34,3,297
POA4403,22,13,13,11,4,22,12,0,5,106,193,88,88,96,88,151,101,47,10,850
POA4404,20,8,3,11,10,12,3,3,0,69,100,39,62,57,71,71,47,19,9,474
POA4405,306,254,211,188,209,157,106,44,24,1490,3220,1893,1807,1702,1828,1660,1263,701,288,14360
POA4406,45,36,18,27,24,43,28,8,3,220,336,186,176,213,238,266,196,86,16,1712
POA4407,18,4,10,4,5,17,9,6,0,74,82,48,67,46,75,99,61,34,3,506
POA4408,10,5,4,3,6,9,6,0,4,47,104,49,46,57,68,75,81,42,10,538
POA4410,24,12,11,11,24,18,10,18,11,141,197,85,87,96,162,175,182,126,47,1156
POA4411,8,5,0,5,13,5,0,0,0,44,69,24,25,36,42,41,35,15,3,291
POA4412,13,5,3,7,3,0,3,4,0,43,47,18,28,26,39,23,22,6,6,211
POA4413,249,174,226,159,125,105,91,77,41,1249,1966,1016,1348,1092,994,951,735,429,140,8675
POA4415,58,42,38,35,45,45,28,26,21,333,417,254,281,207,281,289,230,149,64,2166
POA4416,12,0,5,11,7,0,3,3,0,40,87,47,49,63,62,37,41,23,0,412
