POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA5454,0,3,0,3,0,10,0,0,4,6,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,63,3,113
POA5455,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,11
POA5460,3,4,0,4,0,21,0,0,5,7,11,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,6,7,3,21,26,101,13,173
POA5461,12,48,15,27,0,112,0,3,17,22,43,0,93,0,0,0,0,0,0,0,0,0,5,4,18,0,27,0,0,5,0,10,9,19,15,24,123,80,327,28,598
POA5462,0,6,3,0,0,10,0,0,7,6,3,4,22,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,3,3,0,26,22,78,13,144
POA5464,0,7,0,4,0,12,0,3,6,12,5,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,3,3,0,3,36,36,88,3,171
POA5470,0,3,0,3,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18,0,29
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,25
POA5472,0,4,0,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,18,24,0,53
POA5473,3,9,7,5,0,30,0,0,6,6,16,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,9,7,3,26,22,95,6,162
POA5480,3,13,0,3,0,32,3,7,13,17,15,0,51,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,10,16,44,37,113,3,221
POA5481,3,10,6,7,0,21,0,0,10,5,7,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,4,0,3,0,7,34,20,63,3,129
POA5482,0,15,3,4,0,27,0,0,7,9,4,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,8,6,45,16,66,6,149
POA5483,6,7,0,0,0,18,6,0,4,3,3,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,6,20,16,55,0,105
POA5485,3,5,4,10,0,27,0,3,12,8,9,4,33,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,0,11,35,24,91,10,168
POA5490,0,4,0,0,0,0,0,5,6,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,25,0,49
POA5491,5,36,13,12,0,70,3,6,28,28,22,6,92,0,0,0,0,0,0,0,3,0,6,0,19,0,25,0,0,4,0,13,4,22,15,21,118,81,277,23,525
POA5493,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,14
POA5495,0,6,0,4,0,11,0,0,3,7,8,0,27,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,3,7,3,8,18,21,66,10,120
POA5501,8,57,33,67,4,184,12,27,79,90,157,9,377,0,0,0,4,20,0,22,0,0,4,9,103,5,125,5,0,7,15,54,22,97,63,52,281,356,1406,101,2250
POA5502,6,12,10,21,4,54,4,0,25,12,29,5,75,0,0,0,0,0,0,3,0,0,0,0,18,0,22,0,0,0,0,7,0,8,16,8,74,52,260,28,452
POA5510,0,0,0,0,0,6,0,0,4,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,22,0,30
POA5520,0,4,0,0,0,10,0,0,0,3,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,60,5,99
POA5521,0,0,0,0,0,4,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,8,16,0,31
POA5522,5,23,6,12,0,49,8,6,20,17,21,0,82,0,0,0,0,0,0,3,0,0,0,0,12,0,11,0,0,0,0,0,0,0,15,9,62,44,144,15,290
POA5523,5,38,13,15,0,78,8,5,31,24,38,4,110,0,0,0,0,0,0,3,0,3,0,0,15,0,28,0,0,0,0,4,5,15,17,20,115,83,258,25,521
POA5540,36,171,33,121,3,393,42,33,223,183,372,32,880,0,0,5,0,22,9,36,4,0,20,23,134,3,186,0,0,3,5,47,18,76,128,96,599,459,2025,147,3442
POA5550,0,0,0,4,0,4,0,0,3,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,7,7,0,42,20,131,11,218
POA5552,0,6,3,7,0,13,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,23,49,6,91
POA5554,22,70,27,36,3,175,9,16,57,56,141,12,283,0,0,3,0,4,0,5,3,0,9,6,56,0,76,0,0,4,3,24,8,41,23,45,225,188,749,68,1290
POA5555,0,11,0,0,0,17,3,0,5,3,11,0,29,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,3,7,7,0,18,9,64,11,117
POA5556,5,44,9,16,0,79,15,10,45,50,91,8,218,0,0,0,0,4,0,3,0,0,0,7,37,0,49,0,0,5,6,17,3,24,27,26,127,132,484,53,847
POA5558,12,61,23,49,0,157,8,11,58,61,79,6,233,0,0,0,0,6,0,7,0,0,0,6,38,0,47,0,0,0,5,10,3,25,37,30,180,172,536,30,980
POA5560,0,3,0,4,0,9,0,0,6,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,47,0,83
POA5570,0,3,0,0,0,3,0,0,8,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,6,0,0,16,12,54,10,95
POA5571,4,20,4,11,0,46,5,0,16,14,20,3,61,0,0,0,0,0,0,0,0,0,4,0,10,0,14,0,0,0,0,8,0,7,18,5,74,59,231,8,393
POA5572,0,4,0,4,0,8,4,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,28,0,49
POA5573,0,29,0,20,3,66,0,0,20,15,34,3,73,0,0,0,0,0,0,3,0,0,0,6,10,0,15,0,0,4,0,8,6,13,7,6,98,84,254,25,478
POA5575,3,29,5,9,0,55,0,0,21,17,33,7,81,0,0,0,0,0,0,3,0,0,0,4,19,0,24,0,0,0,4,14,3,16,15,12,101,73,301,37,522
POA5576,0,18,0,10,0,33,0,3,4,10,15,5,34,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,3,0,5,5,5,33,26,138,13,229
POA5577,0,3,4,0,0,3,0,0,0,0,15,0,21,0,0,0,0,3,0,4,0,0,0,0,4,0,4,0,0,0,0,4,0,5,4,0,16,22,76,13,132
POA5580,0,6,0,0,0,8,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,3,5,15,7,51,8,84
POA5581,0,6,0,0,0,14,4,0,0,7,6,0,17,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,3,7,0,20,16,61,3,114
POA5582,4,8,4,0,0,17,0,0,0,6,7,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,4,0,5,13,28,68,12,123
POA5583,0,4,0,3,0,13,0,0,6,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,4,4,25,16,90,8,145
POA5600,22,123,28,67,9,263,30,16,181,70,97,6,407,0,0,3,0,3,0,12,0,0,5,7,61,4,75,0,0,0,0,33,0,38,114,68,463,271,1009,39,1972
POA5601,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,18
POA5602,4,14,8,10,0,39,0,4,13,16,26,3,63,0,0,0,0,0,0,0,0,0,0,3,19,0,18,0,0,0,0,3,4,4,6,4,62,44,208,10,344
POA5603,4,3,5,3,0,16,0,0,4,6,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,28,12,54,8,115
POA5604,0,4,4,4,0,14,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,28,0,55
POA5605,0,38,10,5,0,58,4,4,27,21,26,0,80,0,0,0,0,0,0,3,0,0,0,4,21,0,19,0,0,0,0,9,4,19,15,6,106,68,243,5,440
POA5606,34,241,62,123,11,515,56,32,248,144,279,24,779,0,0,8,3,18,0,29,4,6,20,22,154,0,194,3,0,15,21,52,21,112,154,100,845,577,2152,182,4020
POA5607,18,81,18,42,0,169,14,15,73,46,83,4,241,0,0,0,0,8,0,12,0,0,6,8,39,0,57,7,0,9,6,22,8,47,50,48,299,241,779,79,1510
POA5608,25,123,42,89,8,293,26,13,124,101,246,18,533,0,0,3,4,10,0,19,4,0,3,8,71,4,93,0,0,4,14,59,11,94,81,44,396,318,1722,119,2677
POA5609,4,76,9,12,5,117,8,9,45,20,44,6,121,0,0,0,0,7,0,7,0,0,0,3,24,0,26,0,0,0,3,8,0,9,40,17,177,99,361,16,709
POA5611,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,15
POA5630,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,8,4,29,5,48
POA5631,0,14,8,16,0,45,4,0,13,11,11,4,38,0,0,0,0,4,0,4,0,0,4,0,9,0,18,0,0,0,0,0,0,4,7,9,67,47,159,21,315
POA5632,0,6,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,10,13,28,0,55
POA5633,0,5,3,0,0,7,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,43,3,73
POA5640,0,17,6,7,0,37,0,3,13,14,16,3,47,0,0,0,0,0,0,0,0,0,3,0,14,5,19,0,0,0,4,4,0,13,4,9,49,42,152,16,277
POA5641,3,21,7,11,0,33,0,0,12,9,7,0,23,0,0,0,0,0,0,0,0,0,5,0,11,0,16,0,0,0,0,4,0,9,7,4,48,44,142,24,270
POA5642,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,41,3,59
POA5650,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,5,25,8,44
POA5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,17
POA5652,3,17,7,11,0,33,0,0,3,7,8,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,4,26,25,99,0,165
POA5653,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,15
POA5654,0,13,0,0,0,13,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,19,6,46
POA5655,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,18
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12
POA5661,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,5,13,0,29
POA5670,0,14,0,6,0,21,0,4,7,9,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32,27,63,7,133
POA5671,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,23,0,38
POA5680,8,33,9,12,0,64,0,5,26,20,28,0,84,0,0,0,0,0,0,4,0,0,0,8,24,5,34,0,0,3,3,11,4,25,14,18,117,85,292,31,559
POA5690,14,76,23,21,13,160,8,12,53,48,67,26,206,0,0,0,0,0,0,4,0,0,3,0,53,7,65,0,0,0,4,17,17,44,35,31,201,153,468,97,984
POA5700,21,151,29,86,12,336,64,35,176,102,176,20,566,0,0,3,0,13,5,18,5,0,8,13,90,4,125,0,0,5,12,36,6,64,158,88,522,372,1381,118,2634
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8
POA5710,7,37,8,28,0,81,5,15,22,27,45,0,106,0,0,0,0,3,0,4,0,0,0,4,32,0,38,0,0,0,0,14,3,14,16,25,89,106,430,20,684
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,13
POA5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,22
POA5720,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,21,77,4,114
POA5722,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,39,0,56
POA5723,4,25,5,8,3,45,13,5,24,19,18,0,79,0,0,0,0,4,0,3,0,0,5,4,0,0,5,0,0,4,3,9,13,23,32,16,91,77,183,45,437
POA5724,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,4,32
POA5725,13,62,3,20,4,113,3,6,17,15,22,3,68,0,0,6,0,0,0,3,0,0,0,0,15,0,21,3,0,3,4,10,5,28,70,36,263,169,860,47,1435
POA5730,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,7,3,18,7,37
POA5731,0,5,0,0,0,12,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,16,7,35,3,67
POA5732,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,4,0,28,4,43
POA5733,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,5,33
POA5734,0,5,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,10,4,27
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6000,56,171,27,29,3,415,224,52,447,98,77,19,913,30,4,76,32,23,6,171,20,11,60,41,58,3,190,46,11,107,44,36,40,281,1285,316,3068,974,1065,224,6925
POA6003,21,60,9,12,0,144,55,15,114,29,29,7,244,5,0,26,5,8,0,42,10,0,10,18,24,0,61,16,5,27,8,19,14,80,323,98,810,273,337,42,1880
POA6004,29,159,40,28,3,398,181,38,368,85,78,24,774,17,7,44,26,12,4,105,16,6,39,31,62,4,162,55,0,102,28,27,26,247,1235,224,2591,816,881,185,5933
POA6005,37,95,26,11,0,248,141,32,247,48,37,20,525,8,3,26,14,7,0,67,12,0,27,7,36,0,85,21,7,56,10,16,7,119,715,200,1475,364,419,89,3260
POA6006,96,235,33,40,5,523,162,61,356,71,74,8,725,13,3,56,23,14,8,118,17,3,41,18,47,0,126,15,4,60,14,20,8,121,697,327,2148,518,698,94,4478
POA6007,72,149,28,15,6,399,212,58,414,67,44,15,815,11,4,38,9,11,0,69,15,0,34,30,39,7,122,32,4,64,23,25,8,151,882,269,1943,467,510,89,4157
POA6008,120,299,46,37,7,822,443,96,817,105,78,42,1579,28,3,65,14,17,3,138,29,5,54,24,35,3,150,64,8,117,28,22,27,263,1903,494,3451,650,689,176,7350
POA6009,65,336,44,44,22,960,556,119,887,94,42,32,1733,14,9,59,7,24,3,114,28,4,57,23,33,7,141,79,14,151,25,21,27,318,2091,451,3568,547,512,159,7325
POA6010,103,341,69,53,13,827,377,100,754,105,71,33,1441,27,10,62,20,17,7,138,24,6,72,28,43,3,170,67,6,107,29,32,14,248,1627,479,3659,748,694,170,7366
POA6011,40,169,22,14,7,358,213,46,448,42,28,24,801,11,5,32,0,4,4,50,11,0,32,10,17,5,74,41,5,76,12,13,21,174,826,199,2034,347,317,120,3842
POA6012,56,176,32,17,4,410,185,49,349,56,44,15,700,6,0,22,9,8,0,46,12,7,40,15,40,0,108,37,11,59,15,22,13,156,789,240,1673,389,415,92,3596
POA6014,143,456,77,68,25,1062,500,141,980,201,133,59,2013,29,13,82,24,28,3,179,33,8,69,33,83,0,231,52,11,119,40,38,20,284,2105,612,4508,1052,1109,233,9619
POA6015,40,122,22,18,3,281,146,35,268,43,6,13,514,6,6,20,8,9,0,39,10,0,14,13,14,3,47,27,6,66,12,13,9,131,563,186,1266,259,227,63,2558
POA6016,71,217,39,41,11,496,216,75,407,105,93,18,912,20,8,28,12,14,0,80,12,7,39,21,58,7,137,27,9,76,23,35,16,184,919,336,2172,666,761,120,4976
POA6017,28,74,16,23,3,184,66,14,173,55,57,8,383,5,0,19,6,7,0,36,4,0,20,18,45,0,95,12,3,19,13,17,7,71,345,108,819,323,441,71,2105
POA6018,328,936,209,203,29,2110,526,214,1412,349,299,50,2844,17,17,130,43,73,8,280,34,10,132,90,266,18,553,70,14,220,98,138,56,593,2405,1093,7326,2407,3569,435,17231
POA6019,210,578,133,112,26,1314,326,133,954,191,186,36,1828,24,15,87,38,52,10,231,26,17,96,71,166,10,382,50,9,162,60,104,60,453,1592,674,4704,1525,2347,333,11181
POA6020,161,542,116,135,30,1214,196,109,609,166,142,36,1243,12,9,60,25,40,3,151,15,13,72,47,122,7,271,32,10,117,47,91,38,327,1046,533,3526,1212,1940,265,8512
POA6021,98,332,83,134,19,779,194,75,552,158,207,41,1228,8,5,40,25,30,4,109,17,9,62,65,168,17,332,34,6,87,52,108,37,323,885,338,2831,1270,2146,273,7744
POA6022,42,110,31,41,6,262,33,20,131,71,41,5,306,0,0,12,6,11,0,27,5,5,23,19,51,0,99,6,0,35,16,38,7,92,149,110,645,343,648,50,1943
POA6023,134,409,102,102,15,895,136,77,391,161,140,23,922,9,4,38,14,24,0,86,13,5,42,33,111,9,197,11,9,61,33,55,26,198,732,405,2259,930,1551,185,6050
POA6024,109,279,69,98,9,654,80,56,349,115,173,27,808,3,3,31,13,21,0,71,16,4,21,41,132,5,219,10,4,40,23,60,28,167,413,270,1575,742,1807,156,4968
POA6025,233,720,176,228,30,1631,201,120,823,355,345,62,1906,14,10,80,30,55,5,191,13,11,81,74,292,13,486,34,9,128,75,171,44,454,1100,651,4027,1967,3967,389,12104
POA6026,178,519,168,210,16,1226,130,93,527,243,265,51,1311,13,3,55,27,54,0,147,17,6,50,56,193,0,319,16,4,65,39,120,21,265,690,441,2700,1520,2896,233,8485
POA6027,293,859,274,360,30,2127,249,142,1035,506,549,83,2563,13,8,86,34,81,15,228,33,18,111,144,434,19,758,30,16,137,95,276,73,617,1291,737,4739,2838,6089,539,16237
POA6028,127,491,162,186,19,1137,152,86,595,250,319,45,1451,5,0,40,26,40,5,126,9,13,58,86,225,9,395,24,9,71,59,144,35,341,724,410,2855,1776,3351,286,9407
POA6029,19,64,12,15,4,137,34,11,89,19,12,5,178,0,0,7,4,0,0,14,0,0,12,4,19,0,24,4,4,11,4,7,3,42,143,67,493,161,217,34,1113
POA6030,146,524,237,317,32,1411,166,115,794,503,685,69,2335,9,6,54,27,77,7,171,17,4,82,124,425,19,667,29,15,90,86,273,72,568,783,459,3170,2569,6116,503,13593
POA6031,58,257,102,177,18,686,58,63,417,285,363,45,1226,0,3,20,9,31,4,71,8,4,37,61,248,10,371,17,0,46,41,141,48,295,327,222,1616,1219,3016,299,6704
POA6032,3,3,0,3,0,8,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,16,19,33,8,75
POA6033,0,6,0,4,0,16,0,0,9,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,3,0,11,8,3,40,22,67,4,138
POA6034,16,42,26,27,4,125,14,8,71,79,91,4,271,0,0,3,7,4,0,13,0,0,8,10,39,6,67,0,0,6,4,25,12,48,39,34,261,281,639,43,1298
POA6035,40,106,40,94,9,317,15,25,145,127,174,19,513,5,0,3,6,21,0,34,4,0,15,34,110,0,156,3,4,13,16,58,25,114,102,104,518,600,1686,136,3156
POA6036,71,213,92,143,23,596,66,47,330,250,333,34,1063,6,0,5,13,22,6,50,7,7,23,57,212,12,315,3,3,21,28,100,47,206,299,193,1271,1121,2723,247,5858
POA6037,12,40,17,27,5,115,7,13,37,39,49,9,158,0,0,0,4,5,0,6,0,0,3,4,32,5,46,0,0,4,4,19,6,36,26,36,163,195,583,37,1049
POA6038,48,163,51,99,7,410,48,34,249,154,170,27,670,0,0,14,9,29,0,47,4,0,21,37,135,7,206,6,0,23,31,69,17,145,212,140,910,702,1691,120,3768
POA6041,6,17,7,11,0,39,0,5,9,13,8,3,37,0,0,4,0,0,0,6,0,0,0,0,6,0,12,0,0,0,0,6,4,11,4,9,52,51,211,22,355
POA6042,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14
POA6043,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,6,36,0,58
POA6044,0,11,4,0,3,19,0,0,9,7,5,4,31,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,4,0,5,9,17,16,7,70,51,146,35,321
POA6050,117,309,52,48,15,714,238,76,528,123,94,22,1082,19,6,93,26,29,0,181,11,4,54,39,72,0,186,33,3,96,36,35,27,229,1129,434,3147,847,1067,178,6804
POA6051,74,258,59,48,4,580,156,63,454,148,157,36,1013,27,14,73,26,38,0,171,22,6,48,47,93,4,226,25,11,98,37,60,23,253,937,343,2602,939,1335,173,6332
POA6052,82,262,46,67,9,578,131,63,317,106,93,27,737,9,4,46,17,18,5,100,9,6,37,31,97,4,185,14,6,62,19,32,9,142,677,322,1998,731,998,123,4851
POA6053,130,348,75,88,8,791,162,80,457,146,160,16,1023,10,6,63,16,36,6,133,14,4,61,40,103,0,222,26,5,67,29,55,23,210,835,442,2496,940,1473,158,6341
POA6054,147,340,107,137,24,876,132,81,434,221,309,23,1196,14,8,54,33,36,10,145,18,10,52,40,159,8,283,23,3,75,34,123,28,295,675,411,2284,1143,2546,210,7258
POA6055,133,438,120,208,29,1073,219,114,848,415,525,57,2177,10,9,53,33,65,5,175,22,12,92,82,343,7,568,34,5,125,90,206,57,515,1034,470,3640,2131,4589,399,12260
POA6056,141,453,164,282,28,1203,151,125,609,436,637,84,2044,8,5,39,22,100,10,184,13,8,71,92,467,13,660,16,5,82,84,267,91,545,687,477,2630,2179,6036,536,12552
POA6057,65,201,84,139,3,531,38,36,246,153,226,18,727,4,0,22,3,45,6,80,8,0,21,41,211,12,293,5,0,38,30,130,27,228,200,177,1070,852,2761,183,5251
POA6058,32,117,49,116,4,351,30,25,205,121,205,19,604,5,0,18,12,35,0,70,4,5,13,37,159,3,222,5,0,19,30,96,21,176,182,112,838,677,2157,151,4117
POA6059,139,408,129,122,12,965,213,86,617,226,233,46,1424,9,5,57,26,31,0,141,15,12,89,86,210,19,435,23,9,115,52,90,33,325,987,445,3306,1437,2195,286,8656
POA6060,161,500,96,111,17,1078,339,135,901,296,287,40,1990,15,5,96,39,46,3,205,38,13,93,90,199,15,452,52,9,144,66,98,47,422,1633,604,4509,1763,2490,320,11321
POA6061,122,348,129,197,30,947,264,115,920,513,694,106,2613,22,0,69,58,60,10,221,32,8,121,135,319,34,647,72,4,158,119,243,109,701,1380,457,4037,2478,4189,643,13184
POA6062,133,484,132,171,21,1135,184,94,670,313,425,56,1741,17,0,57,44,57,0,174,27,5,96,81,317,33,560,51,8,145,82,173,80,547,1105,427,3738,1938,3764,440,11408
POA6063,25,92,53,103,11,316,61,40,236,156,232,25,740,0,0,10,16,25,0,59,3,5,27,40,161,7,245,12,3,41,28,128,31,243,262,128,1052,750,1938,205,4333
POA6064,74,242,117,218,33,752,96,60,382,286,519,57,1401,3,7,32,28,43,6,129,21,11,54,69,285,20,449,12,11,70,64,203,79,437,434,240,1857,1384,3741,417,8082
POA6065,264,1041,323,460,50,2422,343,214,1531,818,980,116,4003,19,8,82,58,146,3,324,23,16,169,200,742,49,1196,68,15,202,143,459,128,1013,1713,862,6892,4368,9446,859,24142
POA6066,42,205,79,151,20,537,53,32,299,175,302,35,898,6,0,28,21,31,0,84,12,0,35,44,223,8,328,17,0,48,40,124,46,278,282,144,1291,900,2587,235,5440
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
