POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3923,6,4,8,0,0,27,4,3,12,5,4,0,29,0,0,0,0,7,0,11,0,0,0,4,7,0,13,0,0,4,0,0,0,5,26,18,51,42,83,6,214
POA3925,33,98,27,17,3,200,29,15,69,52,40,5,223,3,4,14,8,18,0,55,0,0,9,5,26,0,48,0,0,7,5,10,11,30,100,79,402,268,531,51,1427
POA3926,23,84,14,15,4,172,25,15,61,41,18,5,167,6,4,12,4,10,0,30,0,3,3,0,17,0,26,0,0,13,7,12,8,41,119,81,426,198,331,41,1194
POA3927,12,43,13,11,0,93,17,8,36,22,13,0,100,0,0,6,3,6,0,23,0,0,7,8,9,0,21,4,0,5,6,3,6,17,82,42,204,128,175,22,645
POA3928,0,4,0,0,0,9,10,3,12,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,13,29,9,73,20,35,3,173
POA3929,0,9,3,0,0,14,17,0,15,3,0,3,44,0,0,5,0,0,0,7,0,0,0,0,0,4,5,0,0,4,3,0,0,17,53,11,152,60,55,15,346
POA3930,111,388,96,65,17,866,203,110,480,174,110,23,1099,12,14,39,17,23,3,115,15,8,42,41,94,9,208,17,4,93,35,43,30,223,851,434,2493,1164,1516,180,6645
POA3931,130,434,119,112,15,977,173,121,529,292,359,35,1516,4,10,40,30,54,12,149,14,4,45,63,178,8,306,10,9,74,48,97,31,264,590,440,2204,1515,2776,238,7766
POA3933,4,11,0,5,0,29,9,6,18,9,6,0,44,0,4,11,5,5,0,20,0,0,0,0,8,0,13,0,0,0,0,3,3,9,37,17,115,56,141,10,372
POA3934,117,436,110,79,13,901,140,114,448,196,228,26,1156,8,9,50,36,31,0,131,12,3,35,51,144,8,254,19,9,83,60,84,18,271,544,400,2131,1324,2124,216,6732
POA3936,55,207,52,55,5,435,59,37,226,147,144,15,630,9,0,21,19,19,0,70,3,0,20,27,118,0,176,3,3,31,29,68,29,156,242,161,1015,754,1595,144,3913
POA3937,9,30,7,4,0,69,20,5,40,16,10,8,95,3,3,8,6,5,0,25,0,0,3,0,6,0,14,0,0,11,3,0,0,19,87,34,250,89,135,18,623
POA3938,12,70,12,10,3,136,21,6,56,28,30,7,148,0,0,5,0,10,0,22,0,0,9,11,18,0,40,6,0,6,12,20,7,51,72,33,276,187,415,36,1023
POA3939,54,227,54,66,12,486,57,48,228,202,278,21,840,0,0,22,21,42,0,97,9,5,19,36,117,11,186,5,0,28,26,68,20,149,229,161,988,827,1955,164,4332
POA3940,20,43,14,12,0,95,13,11,68,50,86,9,230,0,0,9,6,7,0,23,0,0,4,9,33,0,52,0,0,5,8,23,8,45,37,46,215,228,480,48,1053
POA3941,66,222,56,53,7,461,63,36,171,110,177,22,577,12,0,26,28,41,8,113,3,4,13,28,92,4,147,9,3,45,34,74,21,189,271,169,1034,717,1649,162,4008
POA3942,11,37,11,5,3,85,15,6,36,14,15,5,83,4,0,6,3,8,0,20,7,0,7,8,8,0,20,0,0,6,7,5,5,31,93,37,254,157,222,33,795
POA3943,10,22,6,3,0,46,15,3,22,7,10,0,59,3,0,4,0,6,0,12,0,0,0,8,0,0,11,6,0,17,5,5,0,29,60,37,221,92,131,27,563
POA3944,0,13,0,0,0,19,6,0,3,0,0,4,11,0,0,4,0,0,0,5,0,0,6,0,0,0,4,4,5,8,0,8,0,22,33,17,101,29,37,6,226
POA3945,4,16,6,5,0,36,10,3,12,12,11,0,48,0,0,3,0,0,0,10,0,0,4,0,7,0,18,0,0,4,3,7,0,15,21,11,78,71,164,10,357
POA3946,0,3,0,3,0,6,4,0,5,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,8,3,19,19,51,4,102
POA3950,25,47,27,22,0,146,18,16,81,64,98,6,285,0,0,5,4,4,0,16,0,4,7,7,55,0,76,0,0,12,7,34,8,64,61,58,272,257,725,53,1429
POA3951,4,19,9,6,0,43,5,5,18,13,16,0,57,0,0,0,0,4,0,3,0,0,0,0,9,0,12,0,0,3,0,0,0,10,19,19,89,59,146,3,338
POA3953,36,124,34,46,6,277,37,39,131,80,119,16,428,3,6,8,0,3,0,30,5,0,12,24,79,3,121,7,0,4,9,39,12,71,121,116,526,353,1098,79,2287
POA3954,0,13,3,0,0,19,0,4,9,4,3,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,3,3,0,3,7,10,44,24,52,0,145
POA3956,14,28,17,16,0,90,20,10,46,20,25,4,127,0,0,8,0,3,0,12,4,0,4,0,20,0,30,6,0,5,9,8,7,34,69,46,222,126,370,41,877
POA3957,5,0,0,4,0,11,0,6,3,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,3,0,0,5,8,9,22,19,38,4,101
POA3958,0,3,0,0,0,6,0,4,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,27,16,38,5,83
POA3959,5,20,5,5,0,44,12,10,16,7,9,4,56,3,0,6,5,8,0,20,0,0,0,0,3,0,7,0,0,4,0,3,5,13,38,38,92,49,146,12,374
POA3960,3,26,9,14,0,73,15,12,34,26,40,8,125,3,4,17,10,4,0,38,0,0,0,0,22,0,32,5,0,0,7,9,0,22,71,39,144,110,309,31,706
POA3962,0,10,9,3,7,32,0,4,6,13,18,5,41,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,7,0,10,16,9,40,48,127,12,252
POA3964,0,0,0,0,0,4,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,6,6,5,43,0,56
POA3965,0,3,0,0,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,3,22,4,48
POA3966,0,3,0,5,0,13,0,3,10,7,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,27,25,75,5,152
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9,3,11,0,24
POA3971,25,38,13,13,4,103,16,13,37,48,73,11,193,0,0,3,0,3,0,11,4,0,5,4,35,0,44,0,3,3,5,24,12,48,42,51,162,168,533,62,1016
POA3975,45,162,68,47,7,435,161,70,510,249,249,29,1269,0,0,21,10,9,0,40,21,0,42,47,94,16,223,51,3,93,64,107,55,361,974,209,2210,1230,1504,229,6359
POA3976,48,128,90,75,10,435,94,58,377,319,377,35,1256,3,3,13,13,21,4,55,17,5,52,58,171,5,316,28,4,87,82,155,73,426,581,186,1733,1425,2498,293,6719
POA3977,320,1121,531,452,42,2995,719,409,2466,1723,1974,209,7506,24,15,123,94,190,17,466,55,10,196,323,919,38,1544,136,21,374,326,741,245,1850,3471,1233,9566,7895,13981,1260,37408
POA3978,155,475,211,162,17,1278,480,196,1521,762,672,82,3709,15,8,42,44,49,5,159,46,16,100,144,290,21,607,89,12,182,160,212,90,741,2289,598,5309,3736,4288,486,16696
POA3979,5,4,0,0,0,12,0,0,4,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,7,37,13,47,4,122
POA3980,14,39,11,22,8,105,9,8,38,30,68,5,157,0,0,0,4,9,0,18,0,0,3,9,38,0,52,3,0,4,6,33,8,53,30,33,165,174,673,41,1117
POA3981,19,50,24,41,6,144,8,8,65,62,89,7,242,0,0,5,12,20,0,41,0,0,0,12,78,0,98,0,0,15,7,48,9,76,31,43,224,271,978,65,1611
POA3984,26,62,26,32,0,173,20,30,66,101,100,17,326,0,0,8,3,23,0,34,4,0,6,11,97,3,125,4,8,7,14,52,17,96,61,89,277,378,1186,96,2091
POA3987,6,20,3,9,0,41,3,6,10,24,34,5,80,0,0,3,0,4,0,10,0,0,3,0,19,0,32,0,0,0,8,8,7,21,9,13,73,86,298,26,509
POA3988,5,17,5,9,0,37,0,3,16,11,10,0,37,0,0,0,4,0,0,3,0,0,3,0,20,0,27,0,0,0,4,6,5,12,15,19,68,58,174,15,342
POA3990,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,10,0,41
POA3991,0,4,0,0,0,3,0,0,5,6,9,0,16,0,0,0,0,0,0,5,0,0,0,0,10,0,8,0,0,0,0,0,0,3,3,3,10,14,58,6,98
POA3992,12,15,8,9,0,43,3,13,25,15,24,4,89,0,0,0,0,4,0,10,0,0,0,3,11,0,10,0,0,0,0,8,5,13,17,27,69,72,215,18,415
POA3995,45,102,40,60,0,283,51,33,195,130,224,27,662,0,0,23,9,21,0,63,0,3,21,20,103,3,158,7,7,8,20,45,9,96,149,140,612,453,1411,121,2894
POA3996,45,145,28,28,9,309,57,47,153,61,71,10,393,3,0,16,9,9,3,36,0,0,7,14,33,0,58,3,3,15,7,19,11,63,182,149,592,309,633,71,1943
POA4000,54,272,50,55,9,729,258,64,561,119,110,29,1140,20,3,68,26,33,3,151,40,11,71,48,74,9,256,80,11,152,50,48,61,401,1987,457,4387,1238,1396,318,9783
POA4005,85,302,62,35,0,752,387,121,773,143,105,31,1556,24,8,135,21,22,0,212,25,8,70,54,110,3,273,47,14,147,36,59,44,347,1739,622,4434,1068,1212,194,9272
POA4006,77,337,65,76,24,799,407,137,1030,204,199,30,2005,25,7,118,34,66,8,256,32,17,136,94,191,10,476,76,13,220,89,105,53,556,1981,659,6212,1842,2411,364,13466
POA4007,49,217,48,50,5,496,219,37,509,130,117,28,1061,14,3,52,28,34,0,130,17,9,53,36,93,4,211,27,3,109,30,62,27,259,1004,324,3030,983,1356,183,6886
POA4008,0,0,0,0,0,3,0,0,4,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,8,3,0,12,10,54,3,83
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA4010,4,67,9,15,4,123,52,22,136,30,35,3,283,7,0,24,9,9,0,49,7,0,24,8,21,0,64,9,0,30,5,15,11,73,194,102,797,238,365,49,1750
POA4011,86,230,43,57,3,563,267,84,568,141,142,30,1228,10,8,51,17,28,0,117,12,14,61,38,73,3,202,29,13,93,22,39,23,211,1121,457,3061,972,1207,178,6996
POA4012,111,435,94,119,8,956,297,134,860,284,231,26,1838,11,6,76,20,41,0,147,28,16,111,65,173,9,395,34,9,121,60,77,33,331,1280,639,4315,1694,2429,230,10588
POA4013,23,81,19,26,3,189,52,33,169,67,52,10,371,0,0,15,3,8,0,37,0,3,12,11,30,0,61,4,0,30,8,23,12,74,227,138,830,343,526,50,2111
POA4014,38,200,45,71,7,456,106,62,385,146,161,18,868,3,8,38,18,32,7,102,12,8,60,33,101,10,220,16,4,48,36,67,19,186,539,264,1881,871,1611,142,5304
POA4017,184,682,206,260,29,1612,264,190,974,480,593,60,2566,11,3,58,44,81,3,202,18,17,84,87,295,10,508,29,17,109,95,216,61,525,1179,714,4092,2489,4746,365,13591
POA4018,45,150,45,73,8,389,132,63,482,220,241,23,1160,0,0,17,11,17,5,51,14,7,24,45,70,9,169,16,0,57,42,51,28,197,650,220,1724,935,1303,142,4981
POA4019,77,269,96,154,9,705,109,90,375,281,432,33,1316,3,0,12,15,41,0,73,3,8,27,31,166,6,240,9,3,42,37,121,38,254,371,288,1397,1130,2787,212,6177
POA4020,80,340,108,129,17,794,158,98,525,352,431,62,1624,7,0,23,22,37,7,89,19,9,31,43,198,6,302,12,9,47,36,147,43,298,553,333,1927,1451,3038,302,7608
POA4021,18,87,28,83,3,242,16,21,134,111,210,14,510,4,0,8,3,7,0,27,0,0,18,20,82,5,134,0,0,11,22,61,19,114,78,76,449,441,1330,96,2472
POA4022,27,92,46,67,3,255,20,14,140,109,161,12,455,0,3,4,3,10,0,23,3,0,5,14,77,3,105,0,0,9,11,38,7,65,70,64,403,390,949,63,1934
POA4025,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,25,16,52,8,109
POA4030,105,359,80,68,14,829,369,155,904,203,181,27,1846,17,4,68,16,34,3,140,18,11,76,46,99,7,254,41,0,105,33,53,29,273,1408,585,4120,1212,1584,190,9096
POA4031,99,354,69,63,7,772,223,102,658,165,171,37,1354,6,4,62,14,22,8,114,11,8,49,47,79,4,197,27,3,62,34,38,16,183,882,429,2780,950,1387,142,6570
POA4032,51,259,77,79,4,609,203,96,738,254,274,28,1595,6,5,38,11,28,0,92,11,10,54,60,127,9,268,27,10,54,38,75,39,243,757,295,2600,1109,1938,181,6876
POA4034,174,741,216,266,27,1763,397,224,1405,518,631,72,3248,16,9,82,45,78,3,229,32,14,91,105,345,20,597,47,3,150,101,209,90,602,1747,812,5738,2894,5040,455,16691
POA4035,104,539,154,202,16,1243,348,143,994,332,322,40,2181,14,7,48,27,46,7,139,23,12,101,84,232,12,463,37,11,106,45,101,40,338,1270,521,3799,1823,3067,253,10742
POA4036,18,107,30,55,0,253,29,25,183,83,141,8,470,0,0,5,14,17,0,36,0,0,20,25,80,0,123,3,0,13,20,41,11,88,152,85,657,439,1024,76,2446
POA4037,51,179,64,62,7,428,50,51,216,94,109,15,531,3,4,12,16,19,0,54,11,3,37,31,75,0,158,6,4,20,23,33,14,89,268,180,985,637,1105,74,3256
POA4051,207,683,118,115,14,1547,530,223,1290,267,255,37,2614,29,13,104,24,45,6,222,34,20,120,78,129,4,385,52,11,153,43,88,30,380,2196,982,6146,1680,2420,238,13677
POA4053,250,1055,244,294,33,2370,567,286,1679,493,571,57,3656,32,15,120,55,81,0,305,52,28,141,110,369,15,720,58,20,179,98,171,70,603,2415,1157,7429,2991,5295,387,19666
POA4054,86,305,72,90,6,703,108,95,388,154,175,16,934,8,6,30,18,24,0,87,13,11,43,33,133,0,230,16,5,37,18,49,14,132,517,335,1787,864,1662,109,5270
POA4055,151,471,143,173,14,1193,182,133,609,246,272,38,1481,12,4,53,21,34,3,130,19,0,69,50,158,4,311,28,3,56,26,81,22,224,1014,564,3050,1528,2600,178,8930
POA4059,85,291,50,54,12,790,262,61,556,107,84,15,1083,22,8,79,23,19,0,145,20,3,45,34,53,5,167,41,7,91,26,23,28,221,1290,410,2917,707,881,139,6344
POA4060,103,314,59,51,16,799,228,84,502,84,83,20,1004,15,6,63,6,23,0,117,20,11,34,30,51,3,147,26,10,56,16,28,8,147,1182,442,2669,644,853,109,5896
POA4061,125,447,105,80,6,1064,221,111,596,147,113,20,1209,23,3,74,19,21,4,152,20,14,47,29,95,5,217,26,4,57,27,36,8,171,1260,505,2966,941,1223,118,7016
POA4064,54,277,39,37,3,617,244,79,560,90,57,20,1050,18,8,87,14,24,0,158,19,6,49,47,54,8,182,39,3,107,16,30,23,222,1183,394,3153,653,748,137,6271
POA4065,51,244,25,45,6,583,206,63,419,46,47,17,801,5,0,52,10,12,6,93,20,8,34,21,44,0,117,32,9,73,22,16,6,155,1010,347,2195,432,532,61,4586
POA4066,122,496,63,49,11,1199,369,87,764,133,109,25,1500,17,8,91,20,28,4,169,36,17,76,27,67,6,233,62,9,151,29,48,31,326,1934,539,4357,916,1161,184,9088
POA4067,49,234,33,42,17,928,176,25,274,39,39,13,561,14,3,36,13,15,0,78,21,0,50,12,22,0,113,41,3,62,7,17,10,148,1371,173,1650,318,445,86,4046
POA4068,143,650,100,84,17,1728,487,108,877,160,143,29,1801,24,8,81,24,21,0,166,35,10,121,35,95,7,303,76,10,127,30,36,29,310,2815,653,5098,1039,1302,219,11120
POA4069,210,816,166,140,23,2203,613,189,1169,233,174,49,2421,28,5,87,23,36,0,181,77,27,119,66,109,3,386,107,16,169,49,55,26,423,3498,920,6264,1662,1761,276,14383
POA4070,82,322,75,78,9,771,137,66,352,136,119,21,836,9,5,34,14,9,3,70,9,6,35,38,70,4,158,15,5,48,17,39,19,142,792,290,1714,745,1121,111,4782
POA4073,53,207,43,52,4,532,151,60,323,93,61,13,708,0,0,20,3,10,0,40,12,0,36,21,44,0,117,10,8,44,13,22,10,110,683,224,1529,569,611,77,3697
POA4074,132,569,128,158,17,1375,254,136,734,264,217,40,1647,13,4,54,22,37,0,127,39,11,81,59,173,12,379,49,10,102,52,89,39,345,1435,552,3539,1457,2348,229,9558
POA4075,190,728,112,117,10,1591,414,132,866,181,202,39,1835,21,10,69,23,30,0,168,24,14,100,50,154,3,349,45,8,138,43,70,29,334,1872,712,4600,1232,1931,188,10538
POA4076,12,58,16,28,3,152,31,10,107,46,78,5,275,0,0,7,0,8,0,20,0,3,9,5,44,5,66,6,0,17,5,21,14,64,145,50,482,232,521,62,1500
POA4077,59,227,104,142,18,688,181,61,637,351,442,48,1721,0,4,30,24,19,8,76,20,9,83,97,252,20,484,35,0,102,76,189,83,486,832,217,2413,1540,2948,379,8332
POA4078,99,370,118,185,18,982,167,108,623,316,399,33,1656,11,5,27,17,25,3,85,29,11,74,75,196,13,399,31,8,73,60,133,51,362,958,369,2586,1540,2891,250,8587
POA4101,155,667,116,80,26,1874,646,152,1318,236,218,50,2626,67,30,199,64,59,6,427,49,18,149,75,138,14,451,109,12,232,62,87,64,574,3730,894,7370,1935,1967,390,16281
POA4102,62,214,38,33,11,587,249,59,545,97,85,9,1050,11,3,56,17,17,0,106,14,11,54,17,57,9,162,31,5,54,18,32,22,157,942,279,2268,584,819,128,5021
POA4103,104,415,78,58,10,1051,336,97,737,153,148,23,1495,12,12,78,23,27,0,154,26,12,64,22,86,0,213,39,5,75,29,55,19,229,1446,443,3229,834,1201,142,7303
POA4104,63,170,29,27,11,434,123,48,299,57,50,10,589,17,6,26,8,11,4,71,7,3,35,8,40,4,97,13,6,42,10,7,12,91,550,241,1405,353,468,55,3075
POA4105,108,380,66,61,10,893,241,96,555,123,123,19,1157,11,7,54,25,26,5,131,27,8,59,26,80,4,203,29,4,70,33,49,17,200,1039,405,2553,784,1206,130,6114
POA4106,13,38,10,3,0,79,16,8,47,13,19,3,110,4,0,3,0,4,0,12,0,0,12,10,22,0,39,0,0,8,7,6,4,27,72,41,209,81,191,17,609
POA4107,48,189,38,43,3,418,71,35,240,65,64,11,483,12,0,19,9,7,0,46,4,5,29,21,37,0,102,12,0,29,13,35,18,108,389,175,1144,416,687,65,2879
POA4108,22,82,26,32,6,256,60,21,185,65,73,9,415,6,0,6,7,9,0,22,7,0,32,24,42,5,104,25,0,30,11,25,16,109,462,93,875,310,504,68,2316
POA4109,99,434,99,123,14,1109,381,119,1052,319,340,54,2255,20,3,61,15,31,3,132,54,6,112,84,160,16,435,115,8,226,87,155,115,697,2402,459,4826,1796,2460,472,12415
POA4110,52,207,51,72,3,490,164,64,519,207,224,27,1217,3,0,16,21,15,4,61,19,3,45,41,111,3,228,32,5,76,44,87,50,288,806,212,1998,926,1590,174,5712
POA4111,6,23,6,12,0,63,0,6,28,11,16,0,57,0,0,3,0,0,0,3,0,0,0,0,7,0,3,0,0,4,3,3,4,10,34,30,120,62,116,6,365
POA4112,22,151,46,36,3,331,124,35,279,75,82,17,612,4,0,12,0,10,0,25,11,4,22,22,39,0,94,19,0,47,17,26,20,137,552,118,1225,438,596,86,3002
POA4113,96,428,121,107,7,1084,356,111,807,277,260,43,1854,15,7,46,25,35,3,125,52,14,118,60,138,13,402,107,15,205,76,116,96,610,2079,406,4193,1668,2160,362,10867
POA4114,38,100,72,133,11,407,55,26,173,239,404,31,925,0,0,6,8,22,0,43,6,6,17,32,151,6,217,8,4,24,42,173,76,331,240,109,745,834,2593,287,4814
POA4115,77,316,97,111,8,759,145,87,511,261,239,32,1273,3,4,23,17,20,4,75,22,3,57,38,168,4,287,39,8,78,52,96,53,330,971,276,2346,1246,2030,220,7093
POA4116,73,396,111,114,14,949,351,94,881,318,283,52,1985,18,7,41,19,28,0,112,36,6,80,69,150,9,347,77,6,160,50,102,77,471,1803,357,3865,1489,2009,335,9855
POA4117,6,30,8,9,0,59,18,7,81,48,45,4,200,0,0,0,3,0,0,7,0,0,4,11,24,0,39,0,0,10,9,17,6,43,53,27,254,157,278,24,789
POA4118,72,314,163,251,15,899,107,72,513,419,556,54,1710,0,3,16,27,43,0,92,11,10,47,84,324,10,488,21,5,56,60,240,64,452,499,261,1948,1758,4506,334,9316
POA4119,25,95,32,42,0,233,71,31,174,80,74,18,437,0,0,3,10,10,0,15,8,0,23,17,43,4,96,16,3,32,6,35,10,101,351,111,856,401,649,78,2435
POA4120,75,290,32,40,8,629,238,77,588,132,108,22,1173,9,5,33,13,18,4,82,13,0,46,33,65,4,161,24,0,58,17,33,19,157,871,313,2381,652,909,120,5244
POA4121,184,682,124,137,23,1553,424,215,1071,241,209,31,2194,26,13,87,33,41,3,200,31,8,89,55,145,3,330,41,11,124,42,85,36,333,1761,840,4841,1384,2148,230,11209
POA4122,208,1055,230,274,23,2367,542,238,1541,499,477,71,3372,18,11,129,55,76,4,295,49,32,161,117,296,8,660,95,17,213,85,176,73,665,2768,928,7198,2674,4053,406,18028
POA4123,87,469,112,152,16,1078,252,107,648,231,244,33,1509,7,0,35,14,22,4,82,26,9,76,80,164,3,359,72,5,88,46,101,37,345,1359,372,3092,1330,2278,211,8644
POA4124,50,282,103,196,14,718,78,71,345,263,362,21,1150,8,0,12,16,29,0,66,8,8,26,55,289,15,407,16,3,52,50,208,69,404,378,212,1487,1317,3792,255,7443
POA4125,24,109,47,82,8,304,37,25,195,147,245,11,660,0,3,9,8,19,0,36,9,3,25,38,152,8,221,11,0,36,33,102,23,208,242,86,734,665,1887,125,3746
POA4127,85,394,134,216,18,995,124,77,490,296,408,43,1437,4,3,36,21,43,8,115,19,11,63,63,227,13,398,19,3,72,53,172,64,378,667,295,2273,1492,3392,317,8444
POA4128,71,360,81,148,7,763,95,50,365,211,276,24,1018,9,0,27,15,26,3,79,22,3,43,51,192,6,312,8,4,29,39,102,37,218,444,219,1681,1098,2596,166,6201
POA4129,26,94,32,37,4,213,31,12,94,74,137,9,356,0,0,6,9,12,0,27,0,0,11,28,84,0,123,4,0,14,12,63,25,112,85,71,416,402,1159,72,2205
POA4130,45,202,61,81,10,447,60,32,201,98,116,13,517,6,0,14,17,18,0,47,0,3,12,25,86,4,130,11,0,19,18,47,11,104,233,140,927,620,1351,86,3367
POA4131,25,89,44,70,4,259,50,30,170,124,239,13,637,0,0,6,0,12,0,27,4,0,13,29,86,4,141,6,3,26,15,58,19,135,168,82,599,506,1374,101,2823
POA4132,32,108,98,166,7,438,44,47,195,275,513,39,1113,0,0,9,4,29,0,46,6,4,7,40,168,10,234,8,6,23,35,197,66,339,171,125,722,929,3160,291,5398
POA4133,35,190,103,127,5,507,76,56,271,237,363,34,1039,0,0,5,15,26,0,48,7,0,38,71,200,9,329,23,0,51,49,159,61,347,327,145,1141,1142,2914,222,5888
POA4151,123,467,89,84,10,1053,370,112,878,203,146,33,1741,23,15,78,26,34,0,179,27,13,64,42,83,10,241,43,3,98,38,45,24,255,1469,558,3927,1137,1466,195,8752
POA4152,280,1121,219,222,25,2395,679,264,1713,435,446,62,3605,27,10,125,51,84,11,313,48,21,139,130,306,14,655,84,3,228,96,154,70,641,2921,1197,8246,2820,4182,442,19809
POA4153,28,108,31,27,0,248,54,22,132,54,50,7,314,5,0,4,6,12,0,25,4,3,19,8,39,5,82,5,0,21,12,23,4,60,228,91,649,278,495,46,1788
POA4154,53,275,58,74,11,573,103,45,320,112,100,8,689,0,0,35,9,7,0,59,4,5,37,32,73,3,153,17,5,54,32,44,11,162,602,224,1749,789,1192,106,4661
POA4155,3,31,3,5,0,59,20,5,31,4,7,0,73,0,0,4,0,4,0,9,0,0,0,3,7,0,13,0,0,4,5,10,7,24,75,30,174,65,131,15,493
POA4156,18,85,12,15,0,179,36,22,125,36,19,11,249,4,0,7,8,0,0,16,6,6,7,6,29,0,55,0,0,17,5,16,7,48,201,74,538,191,321,33,1353
POA4157,67,264,103,161,13,689,91,63,429,267,353,28,1227,3,3,22,16,33,5,83,12,10,43,53,271,11,392,6,0,43,49,114,39,247,382,233,1627,1234,3158,205,6835
POA4158,18,69,22,22,6,152,13,10,81,54,64,9,231,0,0,3,6,5,0,14,0,0,6,16,32,0,59,3,3,4,8,31,5,58,77,51,364,253,562,46,1355
POA4159,64,229,84,97,11,574,76,65,295,162,224,20,830,0,3,13,12,21,0,51,13,8,31,33,138,0,227,4,11,34,37,94,18,202,345,222,1293,911,2090,141,4993
POA4160,88,368,109,111,10,825,141,72,416,287,289,31,1228,6,0,26,14,29,4,85,10,4,37,45,172,9,274,16,0,55,56,98,21,250,663,337,1985,1440,2369,179,6972
POA4161,48,199,95,121,3,531,55,53,283,280,340,35,1043,5,0,13,12,32,0,66,8,6,33,46,202,6,300,3,0,26,46,120,33,230,249,188,1153,1096,2737,171,5587
POA4163,54,178,75,102,3,481,76,40,302,184,238,27,875,6,0,10,7,22,4,54,7,12,25,49,141,8,238,17,0,44,27,93,33,212,339,191,1247,961,1937,185,4852
POA4164,88,331,123,129,7,765,123,53,424,314,335,36,1282,0,0,23,13,34,0,68,15,6,37,73,233,3,369,14,6,58,43,147,24,295,462,267,1771,1473,3025,179,7182
POA4165,155,650,227,308,20,1555,166,135,644,529,682,55,2202,7,6,29,39,54,0,131,17,10,62,102,464,10,655,25,3,72,96,255,71,516,683,462,2773,2661,6236,359,13172
POA4169,62,298,55,47,8,704,295,80,652,131,120,25,1301,17,12,70,22,29,3,149,27,0,75,56,93,5,253,48,6,111,33,63,37,303,1374,452,3465,1038,1437,214,7983
POA4170,130,621,120,138,11,1329,392,169,1049,254,243,38,2147,26,15,111,39,60,7,261,26,12,99,81,195,10,423,46,11,187,52,105,42,450,1745,775,5686,1860,2810,267,13143
POA4171,88,322,70,73,6,783,232,105,566,135,104,21,1158,10,6,69,20,25,4,136,20,12,63,38,75,4,209,42,9,109,55,53,33,298,1298,501,3475,1016,1236,178,7702
POA4172,32,89,16,28,6,207,48,29,153,53,51,0,335,0,0,20,12,9,0,36,4,4,16,18,44,3,90,4,0,10,11,34,3,63,240,122,805,384,631,42,2223
POA4173,46,170,48,49,11,387,56,39,201,105,124,11,536,3,7,19,5,14,0,46,4,6,28,22,76,0,135,9,0,25,16,49,12,110,250,149,990,570,1187,102,3252
POA4174,3,33,15,12,0,75,19,13,74,33,42,7,176,0,0,3,5,9,0,14,4,0,3,11,34,0,54,5,0,9,5,24,3,46,79,41,327,198,416,35,1094
POA4178,133,410,108,158,12,1001,153,114,606,298,383,40,1596,12,0,44,25,41,7,128,19,14,60,67,239,14,407,25,12,68,54,127,37,320,840,485,2866,1637,3323,281,9426
