POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3289,4,0,0,6,5,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,13,79,38,26,22,23,12,6,21,6,221
POA3292,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,4,7,0,0,4,4,40
POA3293,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,9,56,14,5,11,13,3,0,11,0,116
POA3294,0,6,11,4,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,12,121,78,42,30,31,22,11,38,0,369
POA3300,25,8,79,30,28,19,9,33,4,240,0,0,0,0,0,0,0,0,0,4,5,5,9,5,3,4,0,0,0,41,4,9,18,9,11,7,15,10,9,88,406,806,540,455,321,167,126,229,39,3083
POA3301,0,0,7,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,11,0,3,0,0,0,0,0,6,21,156,103,43,29,49,8,9,47,10,460
POA3302,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,26,5,17,10,8,0,6,0,124
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,12,12,11,6,5,9,12,0,94
POA3304,4,0,13,3,5,6,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,6,4,0,0,0,9,11,9,48,158,87,100,89,39,24,64,67,13,644
POA3305,30,3,66,38,27,32,15,30,9,253,0,0,0,0,0,0,0,0,0,5,7,10,13,7,4,4,6,4,4,57,11,11,20,17,14,10,17,22,26,148,407,821,695,597,313,158,261,266,69,3590
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,0,0,5,0,31
POA3310,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,10,9,0,7,3,9,0,60
POA3311,6,0,10,4,0,3,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,4,3,14,54,74,59,70,33,18,20,42,4,377
POA3312,6,0,9,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,3,5,27,133,53,34,24,13,11,14,28,5,308
POA3314,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,93,31,11,10,10,6,0,14,4,198
POA3315,3,0,12,6,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,0,0,4,4,0,26,156,94,49,44,28,16,16,51,3,461
POA3317,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,7,7,3,0,0,10,0,59
POA3318,6,0,5,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,12,92,66,36,42,29,9,7,28,8,323
POA3319,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,6,33,13,14,10,12,4,5,16,6,104
POA3321,6,0,3,4,0,0,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,5,0,6,0,0,4,0,0,0,19,119,193,140,63,71,35,29,51,3,706
POA3322,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,8,3,0,3,8,0,48
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,4,0,35
POA3324,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,0,12,49,20,14,15,14,8,15,18,6,149
POA3325,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,43,17,21,13,14,0,7,10,3,123
POA3328,4,0,10,16,8,4,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,14,0,0,0,4,0,0,0,3,0,14,84,201,183,126,91,27,41,57,15,816
POA3329,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,22,24,16,21,5,5,4,11,8,122
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,3,0,7,0,8,0,45
POA3331,19,4,43,23,20,6,7,21,0,138,0,0,0,0,0,0,0,0,0,3,7,3,0,7,7,6,4,0,0,38,7,6,16,10,3,5,9,3,14,71,310,533,551,366,297,123,134,152,41,2513
POA3332,0,0,4,3,3,4,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,3,6,6,4,24,57,70,101,59,41,16,29,36,5,417
POA3333,7,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,16,65,50,48,29,35,11,16,30,4,292
POA3334,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,31,37,22,19,16,0,8,13,0,153
POA3335,21,0,38,33,26,11,34,17,0,177,0,0,0,0,0,0,0,0,0,3,7,3,4,10,6,5,7,5,4,43,3,4,13,3,5,3,9,6,13,58,202,522,369,285,296,114,223,163,57,2240
POA3336,47,12,118,56,63,40,81,37,6,448,0,0,0,0,0,0,0,0,0,3,8,17,23,34,26,14,26,14,0,163,12,8,13,16,17,11,27,9,40,157,702,1898,872,844,946,349,640,342,131,6722
POA3337,66,21,164,93,107,69,103,75,8,713,0,0,0,0,0,0,0,5,0,9,20,18,17,24,21,8,36,15,5,171,26,15,59,43,35,24,62,65,67,411,944,1720,1868,1794,1356,594,1030,830,208,10338
POA3338,56,13,180,121,72,69,170,72,6,759,3,0,0,0,0,0,0,0,0,5,25,15,29,38,20,12,46,27,7,217,17,19,52,39,32,17,76,38,65,352,890,2055,1567,1728,1282,558,1192,725,219,10212
POA3340,30,19,134,57,65,44,22,36,3,421,0,0,4,0,0,4,0,4,0,5,18,20,23,19,16,4,18,16,5,139,32,11,47,30,29,25,22,23,51,270,1018,1954,1658,1152,1075,408,487,470,153,8364
POA3341,0,0,6,3,4,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,17,3,3,3,0,3,0,6,0,3,18,93,133,129,66,72,32,38,35,12,607
POA3342,7,0,18,5,10,9,5,5,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,4,0,22,5,0,6,8,4,0,6,6,3,40,212,275,226,180,151,64,58,78,16,1261
POA3345,0,0,0,0,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,3,3,16,88,121,95,52,58,18,30,28,8,496
POA3350,146,23,392,197,140,123,48,108,13,1182,0,3,5,0,0,3,0,5,0,21,59,86,43,48,53,23,23,14,9,370,39,41,74,45,43,33,37,54,58,422,3005,8036,3004,3015,2557,1172,686,1034,265,22782
POA3351,15,7,41,30,23,8,7,19,0,146,4,0,0,0,0,0,0,0,0,3,3,10,6,3,9,4,4,4,4,44,21,5,23,16,12,7,8,18,13,119,460,616,599,401,316,133,153,217,49,2940
POA3352,47,5,86,54,57,26,11,35,0,318,0,0,0,0,0,0,3,0,0,3,18,17,14,9,16,7,12,4,3,99,37,11,35,17,19,6,15,19,17,177,1016,1575,1207,799,758,268,302,371,96,6389
POA3355,24,3,70,36,24,29,10,29,0,228,0,0,0,0,0,0,0,3,0,4,6,11,11,7,10,3,3,7,3,47,5,8,13,14,15,13,11,17,8,102,297,687,533,535,368,205,155,279,41,3098
POA3356,25,9,91,66,36,34,20,58,3,325,0,0,0,0,3,0,0,0,0,4,4,9,11,10,7,4,6,14,3,62,12,10,21,14,13,10,11,22,19,132,309,770,779,736,468,269,191,343,65,3947
POA3357,5,3,13,9,13,6,3,6,0,47,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,0,0,0,0,27,0,3,3,8,0,8,0,0,4,33,216,491,169,155,150,51,50,47,23,1327
POA3358,4,0,18,11,8,7,0,6,0,62,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,0,3,0,0,20,5,5,14,4,0,0,4,0,7,31,133,354,255,204,151,73,57,65,11,1315
POA3360,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,13,41,45,28,20,30,6,14,18,8,208
POA3361,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,44,27,20,17,13,8,8,15,6,159
POA3363,9,0,30,4,7,3,4,8,0,69,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,0,4,3,0,20,3,0,4,5,0,4,0,10,0,21,138,216,207,132,98,47,47,68,11,970
POA3364,17,0,12,11,9,3,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,22,9,3,7,4,0,3,3,0,4,32,185,194,123,72,64,28,26,50,13,761
POA3370,0,0,8,9,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,24,65,139,82,80,44,31,18,37,9,495
POA3371,0,0,6,3,5,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,44,41,30,21,13,11,26,7,229
POA3373,3,0,9,5,8,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,15,4,0,3,0,4,0,4,3,7,28,127,128,85,89,67,17,49,61,12,633
POA3374,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,5,0,0,0,0,0,18,29,31,18,34,14,3,6,4,3,151
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,4,4,3,4,0,6,0,74
POA3377,14,3,44,36,14,9,4,22,0,172,0,0,0,0,0,0,0,0,0,0,5,10,4,6,0,0,5,7,0,37,8,10,3,14,5,6,10,33,17,102,350,516,306,496,225,94,99,278,56,2419
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,3,0,0,4,0,60
POA3379,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,89,34,17,17,14,9,4,20,0,207
POA3380,9,10,29,21,10,10,3,20,5,112,0,0,0,0,0,0,0,4,0,4,4,4,0,0,3,0,0,11,0,25,9,4,5,6,0,3,8,18,3,59,183,298,230,313,137,74,78,198,24,1543
POA3381,3,0,17,6,4,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,3,0,12,0,0,4,0,0,5,0,0,0,19,112,119,78,58,37,10,20,46,8,472
POA3384,0,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,38,28,22,30,17,4,11,18,0,171
POA3385,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,60,19,16,24,15,10,10,11,9,168
POA3387,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,5,10,4,3,9,16,0,84
POA3388,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,44,42,13,12,9,4,8,15,0,160
POA3390,5,0,0,4,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,15,48,56,20,29,26,11,16,23,8,233
POA3391,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,6,3,0,4,7,4,33
POA3392,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,40,23,6,23,9,14,8,12,3,135
POA3393,5,0,14,3,4,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,17,3,0,5,5,0,4,5,3,3,31,137,133,109,124,52,33,33,43,18,676
POA3395,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,4,8,10,6,3,5,3,79
POA3396,5,0,0,0,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,31,41,22,24,17,5,10,15,4,165
POA3400,39,10,113,44,35,41,19,17,0,325,0,0,0,0,0,0,0,5,0,10,8,10,8,6,5,0,0,8,0,49,27,11,18,7,9,5,17,19,18,132,604,1245,734,709,455,239,187,258,69,4504
POA3401,14,4,19,5,21,7,6,8,0,83,0,0,0,0,0,0,0,0,0,0,5,8,0,5,3,0,0,0,0,22,19,3,6,0,3,0,5,3,4,51,390,321,270,160,189,62,79,101,28,1594
POA3407,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,16,10,12,4,5,7,22,0,129
POA3409,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,9,92,87,32,30,20,13,14,14,11,320
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,17,5,9,0,0,0,4,0,67
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,3,7,3,0,0,8,0,58
POA3414,4,0,8,0,4,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,4,0,13,64,92,54,60,36,15,41,32,4,395
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,22
POA3418,8,0,11,6,4,9,6,11,0,56,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,11,0,3,6,7,0,4,13,4,39,176,167,108,97,71,29,49,91,13,798
POA3419,0,0,7,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,52,59,21,34,25,6,15,24,3,248
POA3420,6,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,4,10,4,0,5,9,0,91
POA3423,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,9,15,5,3,4,6,0,88
POA3424,4,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,50,37,16,24,10,8,9,17,0,171
POA3427,13,7,31,18,26,7,10,11,0,128,0,0,0,0,3,0,0,0,0,3,6,3,7,6,3,3,7,8,0,35,4,0,7,4,10,4,6,10,7,51,220,533,371,267,310,118,140,144,45,2141
POA3428,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,32,39,51,12,29,10,18,3,3,196
POA3429,82,22,238,119,115,80,49,68,4,774,0,0,0,0,0,8,0,0,0,10,22,30,31,31,37,8,29,14,11,221,44,27,52,32,33,25,36,33,58,338,1719,3328,2564,1875,1763,709,670,681,227,13542
POA3430,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,17,5,7,5,5,12,0,83
POA3431,4,0,24,5,20,3,0,4,0,69,0,0,0,0,0,0,0,0,0,3,4,9,9,4,5,6,3,3,0,40,3,4,6,0,9,0,5,0,19,47,244,470,337,181,202,66,69,54,40,1651
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,11,12,4,10,0,0,0,8,62
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,17,17,16,3,9,8,3,3,0,79
POA3434,13,3,29,14,19,18,8,12,3,116,0,0,0,0,0,0,0,0,0,0,9,10,5,6,7,0,7,4,0,37,5,0,15,4,10,0,6,3,13,64,318,486,480,234,263,103,95,137,43,2153
POA3435,4,0,15,6,10,9,3,5,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,8,0,8,7,0,5,0,4,4,37,165,283,208,139,109,44,48,69,27,1093
POA3437,24,3,51,25,28,13,8,15,0,169,0,0,0,0,0,0,0,0,0,0,16,19,8,16,13,5,4,3,0,88,15,11,17,7,11,3,13,9,15,97,699,1310,764,443,488,161,144,169,54,4234
POA3438,5,3,12,3,8,0,0,4,0,42,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,13,4,0,0,3,0,5,0,0,5,17,169,267,134,106,95,33,25,42,7,888
POA3440,7,0,4,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,14,3,0,4,0,0,4,0,4,0,17,147,312,101,65,67,35,17,28,4,769
POA3441,4,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,4,0,3,0,0,0,0,0,0,8,125,223,50,45,48,18,7,15,13,552
POA3442,19,3,24,12,15,10,0,8,0,88,0,0,0,0,0,0,0,0,0,0,11,23,5,14,3,7,0,9,0,76,9,5,9,7,14,8,5,3,11,70,657,1121,372,323,294,117,53,109,42,3094
POA3444,25,6,56,33,12,10,4,26,4,174,0,0,0,0,0,0,0,5,0,11,14,22,6,6,9,3,0,11,0,76,19,10,13,13,6,9,7,16,3,89,680,1009,476,373,308,146,91,223,48,3353
POA3446,0,0,3,3,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,6,0,4,0,0,0,0,0,0,12,72,150,59,41,32,15,17,19,0,410
POA3447,3,0,5,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,48,38,28,18,14,5,17,0,188
POA3448,3,0,3,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,3,0,0,0,0,7,61,88,52,34,44,12,12,24,6,339
POA3450,8,5,36,6,8,4,0,10,0,74,0,0,0,0,0,0,0,0,0,0,15,21,5,3,10,6,4,0,0,73,9,8,13,6,3,5,3,6,9,52,289,915,250,238,189,90,39,104,33,2153
POA3451,13,0,32,15,10,0,3,15,0,81,3,0,0,0,0,0,0,0,0,3,9,8,4,3,6,5,0,0,4,48,5,6,8,6,0,4,5,4,7,43,276,663,325,266,178,77,63,110,32,1991
POA3453,8,0,7,7,6,0,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,0,6,5,0,5,6,4,4,0,17,114,199,103,66,57,35,24,33,9,631
POA3458,6,0,9,0,3,0,3,7,0,37,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,20,3,4,6,0,0,0,0,4,6,24,150,271,129,95,68,21,18,46,11,806
POA3460,19,0,35,10,3,5,0,4,0,88,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,12,0,0,8,3,3,0,0,3,7,19,157,246,146,122,79,38,15,55,15,872
POA3461,17,4,28,12,11,5,4,11,0,88,0,0,0,0,0,0,0,0,0,0,7,8,3,5,4,0,0,0,0,34,8,9,0,5,0,5,4,13,3,41,339,435,229,189,121,52,34,97,26,1532
POA3462,3,0,4,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,50,107,65,44,26,15,10,30,6,356
POA3463,3,0,13,11,0,5,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,21,9,4,4,8,0,0,5,3,0,29,145,206,126,91,68,33,41,57,11,773
POA3464,3,0,5,4,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,9,46,48,62,62,34,14,22,17,4,309
POA3465,12,3,57,26,9,17,3,26,3,161,0,0,0,0,0,0,0,0,0,0,3,4,0,3,11,0,6,5,5,33,8,4,9,14,0,8,9,27,12,100,260,399,375,404,184,120,114,218,32,2111
POA3467,6,0,5,6,0,3,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,6,0,20,54,46,50,51,20,17,22,31,7,294
POA3468,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,20,5,9,6,0,8,6,3,71
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,3,7,5,4,4,11,0,64
POA3472,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,6,6,18,44,35,47,40,22,18,23,35,7,259
POA3475,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,8,10,0,0,3,8,0,69
POA3477,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,6,0,0,0,0,0,4,0,10,74,46,27,25,19,6,15,29,0,239
POA3478,5,0,16,10,7,5,0,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,6,3,0,3,3,7,0,25,105,111,82,111,61,26,26,65,6,596
POA3480,3,0,9,0,0,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,5,0,0,0,3,0,6,12,0,29,125,98,55,48,35,18,35,48,8,470
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,4,0,29
POA3483,0,0,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,85,76,35,28,21,10,7,13,3,283
POA3485,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,13,7,3,0,4,0,5,0,62
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,22
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,6,3,0,27
